Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
BMW Serie 1 5P 118d 5 Porte,https://www.automobile.it/bari-bmw-serie-1-5p-118d-5-porte/180727200,25900,4,2021,72,automatico,Diesel,150,M,Performance,118d,Rivenditore,611,bari,70121,Puglia,Sud
BMW Serie 1 F40 Diesel 116d Msport auto,https://www.automobile.it/alessandria-bmw-serie-1-f40-diesel-116d-msport-auto/180750851,25900,4,2021,73,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,201,alessandria,15121,Piemonte,Nord-ovest
BMW 118d 5p. Advantage,https://www.automobile.it/san-michele-salentino-bmw-118d-5p-advantage/180723151,25900,2,2023,25,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,695,san michele salentino,72018,Puglia,Sud
BMW Serie 1 F40 Diesel 118d Msport auto,https://www.automobile.it/settimo-torinese-bmw-serie-1-f40-diesel-118d-msport-auto/180724089,25900,5,2020,76,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,270,settimo torinese,10036,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180779225,25900,3,2022,19,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw Serie 1 118 i Msport,https://www.automobile.it/arzachena-bmw-serie-1-118-msport/180797072,25900,5,2020,50,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,423,arzachena,7021,Sardegna,Isole
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-msport/180778053,25900,4,2021,81,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW 118 d 5p. Msport Aut.,https://www.automobile.it/verona-bmw-118-d-5p-msport-aut/180779790,25900,4,2021,65,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/villorba-bmw-serie-1-5-porte-116-d-scr-msport-dct/180794154,25900,4,2021,73,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,146,villorba,31020,Veneto,Nord-est
BMW Serie 1 118i Msport 136cv auto,https://www.automobile.it/castellaneta-bmw-serie-1-118i-msport-136cv-auto/180793683,25900,2,2023,30,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,653,castellaneta,74011,Puglia,Sud
BMW Serie 1 118d 5p. Msport,https://www.automobile.it/desio-bmw-serie-1-118d-5p-msport/180813079,25900,4,2021,78,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,184,desio,20832,Lombardia,Nord-ovest
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180837196,25900,2,2023,19,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
BMW Serie 1 F40 Benzina 118i Msport 140cv auto,https://www.automobile.it/pesaro-bmw-serie-1-f40-benzina-118i-msport-140cv-auto/180656092,25900,3,2022,45,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,164,pesaro,61121,Marche,Centro
BMW Serie 1 F40 Benzina 118i Msport 140cv auto,https://www.automobile.it/rimini-bmw-serie-1-f40-benzina-118i-msport-140cv-auto/180657285,25900,3,2022,45,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,132,rimini,47921,Emilia-Romagna,Nord-est
Bmw 118 118i 5p. Msport-45000km-Perfetta,https://www.automobile.it/lecco-bmw-118-118i-5p-msport-45000km-perfetta/178452176,25900,4,2021,45,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,190,lecco,23900,Lombardia,Nord-ovest
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-msport/180783372,25900,4,2021,81,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,98,vinci,50059,Toscana,Centro
Bmw 118 118i 5p. Sport,https://www.automobile.it/torino-bmw-118-118i-5p-sport/180709733,25900,5,2020,50,automatico,Benzina,136,Sport Line,Middle,118i,Rivenditore,276,torino,10121,Piemonte,Nord-ovest
BMW Serie 1 116D MSPORT AUTO,https://www.automobile.it/milano-bmw-serie-1-116d-msport-auto/180231231,25900,4,2021,51,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 116 d Msport auto - TAGLIANDI BMW,https://www.automobile.it/pistoia-bmw-116-d-msport-auto-tagliandi-bmw/180861827,25900,2,2023,49,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,83,pistoia,51100,Toscana,Centro
Bmw 118 118d 5p. Sport,https://www.automobile.it/padova-bmw-118-118d-5p-sport/178065590,25990,5,2020,70,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,101,padova,35121,Veneto,Nord-est
Bmw 118 118d 5p. Msport,https://www.automobile.it/pozzallo-bmw-118-118d-5p-msport/178462614,25990,4,2021,65,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,935,pozzallo,97016,Sicilia,Isole
Bmw 118d 5p. Msport,https://www.automobile.it/nardo-bmw-118d-5p-msport/180691639,25990,4,2021,74,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,755,nardo,73048,Puglia,Sud
BMW 118 i Msport / M sport CarPlay/Android AMBIENT LIGHT,https://www.automobile.it/potenza-bmw-118-msport-m-sport-carplay-android-ambient-light/178756175,25990,4,2021,30,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,588,potenza,85100,Basilicata,Sud
Bmw 118 118d 5p. Msport tetto fulll,https://www.automobile.it/partinico-bmw-118-118d-5p-msport-tetto-fulll/180583626,25999,4,2021,118,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,753,partinico,90047,Sicilia,Isole
BMW Serie 1 5 Porte 116 d SCR Business Advantage DCT,https://www.automobile.it/pavia-bmw-serie-1-5-porte-116-d-scr-business-advantage-dct/176684838,26000,5,2020,53,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,166,pavia,27100,Lombardia,Nord-ovest
Bmw 135 M 135i xDrive,https://www.automobile.it/catanzaro-bmw-135-m-135i-xdrive/179090164,26000,5,2020,148,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,783,catanzaro,88100,Calabria,Sud
BMW 116D MSPORT AUTOMATICO,https://www.automobile.it/casciana-terme-lari-bmw-116d-msport-automatico/176502305,26000,5,2020,71,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,129,casciana terme lari,56035,Toscana,Centro
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/milano-bmw-serie-1-5-porte-116-d-scr-msport-dct/180735436,26000,2,2023,47,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 120 d SCR Msport xDrive Steptronic,https://www.automobile.it/parma-bmw-serie-1-5-porte-120-d-scr-msport-xdrive-steptronic/180793995,26300,5,2020,95,automatico,Diesel,190,M Sport,Sport,120d,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/brescia-bmw-serie-1-5-porte-116-d-scr-msport-dct/180484215,26300,3,2022,65,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
BMW 118 d 5p. Msport,https://www.automobile.it/sassari-bmw-118-d-5p-msport/180384505,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,485,sassari,7100,Sardegna,Isole
BMW 118 d 5p. Msport,https://www.automobile.it/bari-bmw-118-d-5p-msport/179275194,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,611,bari,70121,Puglia,Sud
BMW 118 d 5p. Msport,https://www.automobile.it/milano-bmw-118-d-5p-msport/179275095,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW 118 d 5p. Msport,https://www.automobile.it/firenze-bmw-118-d-5p-msport/179274906,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,99,firenze,50121,Toscana,Centro
BMW 118 d 5p. Msport,https://www.automobile.it/bologna-bmw-118-d-5p-msport/179398055,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,25,bologna,40121,Emilia-Romagna,Nord-est
BMW 118 d 5p. Msport,https://www.automobile.it/cagliari-bmw-118-d-5p-msport/180385425,26399,2,2023,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,628,cagliari,9121,Sardegna,Isole
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/trieste-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180301576,26400,4,2021,102,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,234,trieste,34121,Friuli-Venezia Giulia,Nord-est
BMW 116 d 5p Business Advantage Automatica OK NEOPATENTAT,https://www.automobile.it/azzanello-bmw-116-d-5p-business-advantage-automatica-ok-neopatentat/179559758,26400,2,2023,24,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,119,azzanello,26010,Lombardia,Nord-ovest
BMW Serie 1 118d 5p. M Sport,https://www.automobile.it/padova-bmw-serie-1-118d-5p-m-sport/175775683,26400,4,2021,68,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,padova,35121,Veneto,Nord-est
BMW Serie 1 118d 5p. M Sport,https://www.automobile.it/padova-bmw-serie-1-118d-5p-m-sport/176575586,26400,4,2021,68,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,padova,35121,Veneto,Nord-est
BMW Serie 1 116d 116cv 5p. M-Sport,https://www.automobile.it/santarcangelo-romagna-bmw-serie-1-116d-116cv-5p-m-sport/180155505,26400,4,2021,54,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,124,santarcangelo romagna,47822,Emilia-Romagna,Nord-est
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/crema-bmw-serie-1-5-porte-116-d-scr-msport-dct/180735390,26400,3,2022,76,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,137,crema,26013,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/varese-bmw-serie-1-5-porte-116-d-scr-msport-dct/179826568,26400,3,2022,70,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,222,varese,21100,Lombardia,Nord-ovest
BMW Serie 1 116D MSPORT AUTO,https://www.automobile.it/saronno-bmw-serie-1-116d-msport-auto/179828012,26400,3,2022,70,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,196,saronno,21047,Lombardia,Nord-ovest
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/verona-bmw-serie-1-118d-msport-auto/180306433,26400,4,2021,102,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
Bmw 116d Business Advantage Automatica OK Neopatentato,https://www.automobile.it/mornico-serio-bmw-116d-business-advantage-automatica-ok-neopatentato/180858624,26400,2,2023,24,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,146,mornico serio,24050,Lombardia,Nord-ovest
BMW Serie 1 116D MSPORT AUTO,https://www.automobile.it/milano-bmw-serie-1-116d-msport-auto/180702208,26400,3,2022,76,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Bmw 118d 150cv 5p. Msport in garanzia,https://www.automobile.it/rende-bmw-118d-150cv-5p-msport-garanzia/180542630,26499,4,2021,90,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,724,rende,87036,Calabria,Sud
BMW SERIE 1 116D M-SPORT,https://www.automobile.it/ottaviano-bmw-serie-1-116d-m-sport/180830538,26499,4,2021,11,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,504,ottaviano,80044,Campania,Sud
BMW SERIE 1 116D M-SPORT,https://www.automobile.it/ottaviano-bmw-serie-1-116d-m-sport/180850883,26499,4,2021,11,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,504,ottaviano,80044,Campania,Sud
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/frosinone-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180064422,26500,4,2021,79,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,381,frosinone,3100,Lazio,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/cisterna-latina-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/180067116,26500,4,2021,79,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,368,cisterna latina,4012,Lazio,Centro
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-msport/180606388,26500,3,2022,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-msport/179935390,26500,3,2022,79,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW M135 5-door M 135i xDrive,https://www.automobile.it/castelfranco-veneto-bmw-m135-5-door-m-135i-xdrive/180793860,26500,5,2020,118,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,128,castelfranco veneto,31033,Veneto,Nord-est
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/lecco-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/179457108,26500,4,2021,67,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,190,lecco,23900,Lombardia,Nord-ovest
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-msport/180356607,26500,4,2021,64,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-msport/180356601,26500,4,2021,64,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/pordenone-bmw-serie-1-5-porte-116-d-scr-msport-dct/179446723,26500,3,2022,77,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,186,pordenone,33170,Friuli-Venezia Giulia,Nord-est
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/novara-bmw-serie-1-118d-msport-auto/179502125,26500,3,2022,59,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,216,novara,28100,Piemonte,Nord-ovest
BMW Serie 1 116D MSPORT AUTO,https://www.automobile.it/verona-bmw-serie-1-116d-msport-auto/179501336,26500,3,2022,77,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-msport/180606404,26500,3,2022,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-msport/179935323,26500,3,2022,79,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 118i 5p. Msport Auto.,https://www.automobile.it/milano-bmw-serie-1-118i-5p-msport-auto/179093005,26600,4,2021,38,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 116 d SCR Sport DCT,https://www.automobile.it/elmas-bmw-serie-1-5-porte-116-d-scr-sport-dct/180278702,26800,4,2021,70,automatico,Diesel,116,Sport Line,Middle,116d,Rivenditore,623,elmas,9067,Sardegna,Isole
Bmw 118d 5p. Msport Automatica Tagliandata Bmw,https://www.automobile.it/viadana-bmw-118d-5p-msport-automatica-tagliandata-bmw/180789048,26800,5,2020,50,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,56,viadana,46019,Lombardia,Nord-ovest
Bmw 118 118i 5p.,https://www.automobile.it/verolengo-bmw-118-118i-5p/178769075,26900,3,2022,16,automatico,Benzina,136,M,Performance,118i,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
Bmw 116d 5p. Msport,https://www.automobile.it/gela-bmw-116d-5p-msport/179175245,26900,4,2021,96,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,883,gela,93012,Sicilia,Isole
BMW Serie 1 5 Porte 118 d SCR Advantage Steptronic,https://www.automobile.it/catania-bmw-serie-1-5-porte-118-d-scr-advantage-steptronic/176352172,26900,5,2020,45,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,861,catania,95121,Sicilia,Isole
Bmw 116 116d 5p. Business Advantage Automatico,https://www.automobile.it/tricase-bmw-116-116d-5p-business-advantage-automatico/180036958,26900,2,2023,22,automatico,Diesel,116,Advantage,Base,116d,Rivenditore,793,tricase,73039,Puglia,Sud
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/messina-bmw-serie-1-116d-5p-m-sport/180132744,26900,4,2021,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,807,messina,98121,Sicilia,Isole
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/reggio-calabria-bmw-serie-1-116d-5p-m-sport/180132882,26900,4,2021,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,819,reggio calabria,89121,Calabria,Sud
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/catania-bmw-serie-1-116d-5p-m-sport/180132751,26900,4,2021,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,861,catania,95121,Sicilia,Isole
BMW Serie 1 116d 5p. M Sport,https://www.automobile.it/palermo-bmw-serie-1-116d-5p-m-sport/180132768,26900,4,2021,86,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,750,palermo,90121,Sicilia,Isole
BMW 116 d 5p. Msport Automatica,https://www.automobile.it/imola-bmw-116-d-5p-msport-automatica/180194515,26900,4,2021,62,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Bmw 118d 5p. Msport,https://www.automobile.it/gaglianico-bmw-118d-5p-msport/180564371,26900,5,2020,60,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,259,gaglianico,13894,Piemonte,Nord-ovest
BMW 118 d 5p. Msport Aut.,https://www.automobile.it/verona-bmw-118-d-5p-msport-aut/180579487,26900,3,2022,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
Bmw 118 118d 5p. Msport,https://www.automobile.it/augusta-bmw-118-118d-5p-msport/179004411,26900,5,2020,62,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,894,augusta,96011,Sicilia,Isole
BMW Serie 1 5 Porte 118 d SCR Sport Steptronic,https://www.automobile.it/elmas-bmw-serie-1-5-porte-118-d-scr-sport-steptronic/179217840,26900,5,2020,104,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,623,elmas,9067,Sardegna,Isole
Bmw 118 118D 5p. Msport,https://www.automobile.it/lentini-bmw-118-118d-5p-msport/180696513,26900,3,2022,105,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,881,lentini,96016,Sicilia,Isole
BMW Serie 1 F40 - 118i Msport Exterior 136cv auto,https://www.automobile.it/misterbianco-bmw-serie-1-f40-118i-msport-exterior-136cv-auto/180695542,26900,2,2023,15,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,857,misterbianco,95045,Sicilia,Isole
BMW Serie 1 118d M Sport Black Cromo Solo 58.000km,https://www.automobile.it/san-michele-salentino-bmw-serie-1-118d-m-sport-black-cromo-solo-58-000km/180675400,26900,4,2021,58,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,695,san michele salentino,72018,Puglia,Sud
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180779197,26900,3,2022,12,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180779219,26900,3,2022,24,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180779228,26900,2,2023,21,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/lecco-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/178743600,26900,3,2022,73,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,190,lecco,23900,Lombardia,Nord-ovest
BMW 118D AUTOM 150CV SPORT *2021,https://www.automobile.it/castrignano-de-greci-bmw-118d-autom-150cv-sport-2021/180837549,26900,4,2021,58,automatico,Diesel,150,Sport Line,Middle,118d,Rivenditore,771,castrignano de greci,73020,Puglia,Sud
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180837170,26900,2,2023,26,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport VIRTUAL,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport-virtual/180837167,26900,3,2022,17,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport VIRTUAL,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport-virtual/180837161,26900,2,2023,17,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport VIRTUAL,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport-virtual/180837194,26900,2,2023,19,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport. VIRTUAL,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport-virtual/180837206,26900,2,2023,21,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport VIRTUAL,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport-virtual/180837201,26900,2,2023,19,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
Bmw 118 118i 5p. Msport,https://www.automobile.it/chivasso-bmw-118-118i-5p-msport/180837210,26900,2,2023,17,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,262,chivasso,10034,Piemonte,Nord-ovest
BMW Serie 1 (F40) 116d 5p. Msport,https://www.automobile.it/messina-bmw-serie-1-f40-116d-5p-msport/180844320,26900,5,2020,61,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,807,messina,98121,Sicilia,Isole
Bmw 120 120d xDrive 5p. Msport,https://www.automobile.it/castelfranco-emilia-bmw-120-120d-xdrive-5p-msport/180842999,26900,5,2020,62,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,9,castelfranco emilia,41013,Emilia-Romagna,Nord-est
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/cava-manara-bmw-serie-1-118d-msport-auto/180122952,26900,4,2021,78,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,168,cava manara,27051,Lombardia,Nord-ovest
BMW Serie 1 5 Porte 118 d SCR Luxury Steptronic,https://www.automobile.it/elmas-bmw-serie-1-5-porte-118-d-scr-luxury-steptronic/180843658,26900,5,2020,89,automatico,Diesel,150,Luxury,Middle,118d,Rivenditore,623,elmas,9067,Sardegna,Isole
BMW Serie 1 5 Porte 116 d SCR Msport DCT,https://www.automobile.it/brescia-bmw-serie-1-5-porte-116-d-scr-msport-dct/180788373,26900,3,2022,23,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
BMW 118 d 5p. Advantage Autom. solo km 53000,https://www.automobile.it/fossano-bmw-118-d-5p-advantage-autom-solo-km-53000/175833735,26950,4,2021,53,automatico,Diesel,150,Advantage,Base,118d,Rivenditore,270,fossano,12045,Piemonte,Nord-ovest
BMW 128 ti auto M SPORT * 91.000 KM *,https://www.automobile.it/prato-bmw-128-auto-m-sport-91-000-km/180431872,26999,3,2022,89,automatico,Benzina,265,M Sport,Sport,128ti,Rivenditore,87,prato,59100,Toscana,Centro
Bmw F40 120d xDrive 190CV 5p. Msport 12/2021 EURO 6D,https://www.automobile.it/reggio-emilia-bmw-f40-120d-xdrive-190cv-5p-msport-12-2021-euro-6d/180799292,26999,4,2021,97,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,40,reggio emilia,42121,Emilia-Romagna,Nord-est
Bmw 120 120d xDrive 5p. Msport,https://www.automobile.it/carlentini-bmw-120-120d-xdrive-5p-msport/180780630,26999,4,2021,125,automatico,Diesel,190,M Sport,Sport,120d xDrive,Rivenditore,882,carlentini,96013,Sicilia,Isole
BMW 118 i 5p. Msport,https://www.automobile.it/castelnuovo-rangone-bmw-118-5p-msport/175975363,27000,5,2020,94,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-118d-5p-msport/180756721,27000,4,2021,78,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 5 Porte 118 d SCR Msport Steptronic,https://www.automobile.it/villorba-bmw-serie-1-5-porte-118-d-scr-msport-steptronic/179525583,27000,3,2022,63,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,146,villorba,31020,Veneto,Nord-est
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/capannori-bmw-serie-1-f40-116d-5p-msport/179338244,27000,4,2021,66,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,101,capannori,55012,Toscana,Centro
BMW Serie 1 118D MSPORT AUTO,https://www.automobile.it/verona-bmw-serie-1-118d-msport-auto/179538613,27000,3,2022,63,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,86,verona,37121,Veneto,Nord-est
BMW Serie 1 (F40) - 116d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-116d-5p-msport/179338269,27000,4,2021,66,automatico,Diesel,116,M Sport,Sport,116d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW Serie 1 (F40) - 118d 5p. Msport,https://www.automobile.it/vinci-bmw-serie-1-f40-118d-5p-msport/180756731,27000,4,2021,78,automatico,Diesel,150,M Sport,Sport,118d,Rivenditore,98,vinci,50059,Toscana,Centro
BMW M135 i xDrive,https://www.automobile.it/collesalvetti-bmw-m135-xdrive/179451808,27099,4,2021,91,automatico,Benzina,306,M,Performance,M135i xDrive,Rivenditore,130,collesalvetti,57014,Toscana,Centro
BMW 118 i 5p. Msport,https://www.automobile.it/casoria-bmw-118-5p-msport/179161452,27199,3,2022,39,automatico,Benzina,136,M Sport,Sport,118i,Rivenditore,490,casoria,80026,Campania,Sud
