Annuncio,Modello,Link,Link2,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,Tipologia,CV,Località,Località2,Venditore
,,,,,,,,,,,,,
"Audi A3
SPB 35 TFSI S tronic S-line edition",SPB 35 TFSI S tronic S-line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-4c92e8f2646bb78d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-4c92e8f2646bb78d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27, 32.500 €,19.000 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
SPB 35 TFSI S tronic S-line edition",SPB 35 TFSI S tronic S-line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-ee552de05ca4ec5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-ee552de05ca4ec5b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27, 32.500 €,21.000 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
Sedan 35 TFSI S tronic",Sedan 35 TFSI S tronic,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-4de43f5521dce92a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-4de43f5521dce92a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27, 32.500 €,10 km ,Aut. 7 marce ,"Lug, 2023",Ibrida,Nuova,110kW (150CV) ,,20009 Vittuone (MI),
Audi A3 Audi A3 1.5 35 TFSI MHEV S-Line Sportback S Tronic ,Audi A3 1.5 35 TFSI MHEV S-Line Sportback S Tronic ,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2022-26b9ee6536bf0453?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2022-26b9ee6536bf0453?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27, 32.500 €,25.000 km ,Aut. ,"Apr, 2022",Ibrida,Usata,110kW (150CV) ,,20156 Milano (MI),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-f491b56c9c9225f7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-f491b56c9c9225f7?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D27, 32.500 €,25.600 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,10156 Torino (TO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPB 35 2.0 TDI S-Tronic S-line Edition IVATA (FULL LED+NAVI)",SPB 35 2.0 TDI S-Tronic S-line Edition IVATA (FULL LED+NAVI),https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-f724a1288d57115b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-f724a1288d57115b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.800 €,26.000 km ,Aut. 7 marce ,"Gen, 2024",Diesel,Usata,111kW (151CV) ,,74121 Taranto (TA),
"Audi A3
Audi A3 2.0 TDI S-Line S-tronic #4318",Audi A3 2.0 TDI S-Line S-tronic #4318,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-cf4195311b022583?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-cf4195311b022583?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.800 €,20.842 km ,Aut. 7 marce ,"Lug, 2023",Diesel,Usata,110kW (150CV) ,,74012 Crispiano (TA),
"Audi A3
SPB 35 TDI S tronic S line edition",SPB 35 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-ab3b0c50405d5049?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-ab3b0c50405d5049?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.800 €,57.000 km ,Aut. 7 marce ,"Gen, 2022",Diesel,Usata,110kW (150CV) ,,35030 Vo' (PD),
"Audi A3
SPB 35 TFSI MHEV 150 CV C.AUTOMATICO S-LINE CARPLAY SENSORI 360°",SPB 35 TFSI MHEV 150 CV C.AUTOMATICO S-LINE CARPLAY SENSORI 360°,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-3d51a94b16f20801?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-3d51a94b16f20801?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.800 €,19.800 km ,Aut. 7 marce ,"Dic, 2023",Ibrida,Usata,110kW (150CV) ,,25126 Brescia (BS),
"Audi A3
SPB 35 TFSI MHEV 150 CV C.AUTOMATICO S-LINE CARPLAY SENSORI 360°",SPB 35 TFSI MHEV 150 CV C.AUTOMATICO S-LINE CARPLAY SENSORI 360°,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-478abe80ce4a4cf6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-478abe80ce4a4cf6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.800 €,19.800 km ,Aut. 7 marce ,"Dic, 2023",Ibrida,Usata,110kW (150CV) ,,25126 Brescia (BS),
Audi A3  - a3 sportback 35 2.0 tdi s line edition s-tronic, - a3 sportback 35 2.0 tdi s line edition s-tronic,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-6a1b1f45fe4a4ceb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-2-0-diesel-2024-6a1b1f45fe4a4ceb?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,"33.500 €
    
    
    

- 3% 32.800 €",33.969 km ,Aut. ,"Gen, 2024",Diesel,Usata,110kW (150CV) ,,20126 Milano (MI),
,,,,,,,,,,,,,
"Audi A3
SPB 40 TFSI e S tronic S line edition",SPB 40 TFSI e S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-b4f05301c6a0d23d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-40-tfsi-ibrida-2021-b4f05301c6a0d23d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,53.000 km ,Aut. 6 marce ,"Giu, 2021",Ibrida,Usata,110kW (150CV) ,,00013 Fonte Nuova (RM),
"Audi A3
SPB 30 TDI S tronic S line edition*SENZA VINCOLI*",SPB 30 TDI S tronic S line edition*SENZA VINCOLI*,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-4dd7cb72024f9778?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-4dd7cb72024f9778?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,37.010 km ,Aut. 7 marce ,"Dic, 2022",Diesel,Usata,85kW (116CV) ,,47923 Rimini (RN),
"Audi A3
Audi A3 Sportback S line 30TDI",Audi A3 Sportback S line 30TDI,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-98b7eb07251fbf84?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-98b7eb07251fbf84?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,43.000 km ,Aut. 7 marce ,"Giu, 2022",Diesel,Usata,85kW (116CV) ,,74121 Taranto (TA),
"Audi A3
SPB 30 TDI S tronic S line edition",SPB 30 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-075c7c3092946623?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2023-075c7c3092946623?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,25.450 km ,Aut. 7 marce ,"Lug, 2023",Diesel,Usata,85kW (116CV) ,,50053 Empoli (FI),
"Audi A3
SB 35 TDI S LINE EDITION S-TRONIC",SB 35 TDI S LINE EDITION S-TRONIC,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-babeb1353daf9bb8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-babeb1353daf9bb8?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,19.710 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,31020 San Fior (TV),
,,,,,,,,,,,,,
"Audi A3
Sportback advanced 35 TFSI S tronic",Sportback advanced 35 TFSI S tronic,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-3ed667efe70ebbb9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-3ed667efe70ebbb9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,18.153 km ,Aut. 7 marce ,"Nov, 2024",Ibrida,Usata,110kW (150CV) ,,16152 Genova (GE),
"Audi A3
sportback 40 1.4 tfsi e s line edition s tronic",sportback 40 1.4 tfsi e s line edition s tronic,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2020-82fc5732df6e09f2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-1-4-ibrida-2020-82fc5732df6e09f2?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,43.273 km ,Aut. ,"Dic, 2020",Ibrida,Usata,150kW (204CV) ,,26100 Cremona (CR),
"Audi A3
SB 35TDI S-tronic S-Line 18"" MATRIX *PROMO*","SB 35TDI S-tronic S-Line 18"" MATRIX *PROMO*",https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-4435a46b1d14c512?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tfsi-diesel-2024-4435a46b1d14c512?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,22.900 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,25038 Rovato (BS),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-d43400eb2d198ebf?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-d43400eb2d198ebf?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,24.500 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-44607e2520a19b6e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-44607e2520a19b6e?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D28, 32.900 €,26.300 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Audi A3
SPB 35 TDI Stronic S line INT/EST LED MATRIX",SPB 35 TDI Stronic S line INT/EST LED MATRIX,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-caa4d4f4980c4e9a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-caa4d4f4980c4e9a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.900 €,25.139 km ,Aut. 7 marce ,"Mar, 2024",Diesel,Usata,110kW (150CV) ,,10156 Torino (TO),
"Audi A3
A3 SPB 30 TDI S tronic S line edition",A3 SPB 30 TDI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-5488748e5b3cd17a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-5488748e5b3cd17a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.900 €,53.000 km ,Aut. 7 marce ,"Giu, 2022",Diesel,Usata,85kW (116CV) ,,13100 Vercelli (VC),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-dbc89aa12ad13697?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2023-dbc89aa12ad13697?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.900 €,17.600 km ,Aut. 7 marce ,"Mar, 2023",Ibrida,Usata,110kW (150CV) ,,10040 Leini (TO),
"Audi A3
SportBack 35 TDI S tronic Business Advanced",SportBack 35 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-518181dd4c5ef7ad?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-30-tdi-diesel-2022-518181dd4c5ef7ad?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,"34.990 €
    
    
    

- 6% 32.950 €",14.000 km ,Aut. 7 marce ,"Dic, 2022",Diesel,Usata,110kW (150CV) ,,00012 Guidonia Montecello (RM),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-293ee6b982b60f82?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-293ee6b982b60f82?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.950 €,29.900 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,32032 Feltre (BL),
"Audi A3
SPB 35 TFSI S tronic S line edition",SPB 35 TFSI S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-62552026ae05987b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-62552026ae05987b?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.950 €,31.753 km ,Aut. 7 marce ,"Mar, 2024",Ibrida,Usata,110kW (150CV) ,,32032 Feltre (BL),
,,,,,,,,,,,,,
"Audi A3
Sportback advanced 35 TDI S tronic",Sportback advanced 35 TDI S tronic,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-0c014d1c6accc6db?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2024-0c014d1c6accc6db?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 38.800 €,9.382 km ,Aut. 7 marce ,"Nov, 2024",Diesel,Usata,110kW (150CV) ,16152 Genova (GE),,AUTOMERCATOGENOVA
"Audi A3
SPB 35 TDI 150cv S Tronic S Line edition",SPB 35 TDI 150cv S Tronic S Line edition,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-b01f4c1271a20da6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2022-b01f4c1271a20da6?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,33.828 km ,Aut. 7 marce ,"Ott, 2022",Diesel,Usata,110kW (150CV) ,,80078 Napoli (NA),
"Audi A3
SPORTBACK 35 TDI S TRONIC S LINE PELLE",SPORTBACK 35 TDI S TRONIC S LINE PELLE,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-fd7ca99d376c165c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2023-fd7ca99d376c165c?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,21.527 km ,Aut. 7 marce ,"Nov, 2023",Diesel,Usata,110kW (150CV) ,,47923 Rimini (RN),
"Audi A3
SPB 40 TDI quattro S tronic S line edition",SPB 40 TDI quattro S tronic S line edition,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2022-b769892ff316f5f0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-40-tdi-diesel-2022-b769892ff316f5f0?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,88.000 km ,Aut. 7 marce ,"Giu, 2022",Diesel,Usata,147kW (200CV) ,,30035 Mirano (VE),
"Audi A3
SPB 35TFSI Stronic S line ""18 Sline/MATRIX/TELECAM","SPB 35TFSI Stronic S line ""18 Sline/MATRIX/TELECAM",https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-95814990349b90b9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-95814990349b90b9?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,23.900 km ,Aut. 7 marce ,"Giu, 2024",Benzina,Usata,110kW (150CV) ,,12038 Savigliano (CN),
,,,,,,,,,,,,,
"Audi A3
SPB 35TFSI Stronic S line Sline/LED MATRIX/TELECAM",SPB 35TFSI Stronic S line Sline/LED MATRIX/TELECAM,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-af886c9a279a5b9a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-benzina-2024-af886c9a279a5b9a?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,22.300 km ,Aut. 7 marce ,"Giu, 2024",Benzina,Usata,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35TFSI Stronic S line Sline/LED MATRIX/TELECAM",SPB 35TFSI Stronic S line Sline/LED MATRIX/TELECAM,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-e68686b0d47aa53d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2024-e68686b0d47aa53d?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 32.990 €,22.300 km ,Aut. 7 marce ,"Giu, 2024",Ibrida,Usata,110kW (150CV) ,,12038 Savigliano (CN),
"Audi A3
SPB 35 TDI S tronic Business Advanced",SPB 35 TDI S tronic Business Advanced,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-710439e18eb47840?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tdi-diesel-2021-710439e18eb47840?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 33.000 €,20.000 km ,Aut. 7 marce ,"Dic, 2021",Diesel,Usata,110kW (150CV) ,,55049 Viareggio (LU),
"Audi A3
NON FUMATORE",NON FUMATORE,https://autosupermarket.it/annunci/audi-a3-45-tfsi-benzina-2024-d37eb6947991d720?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-45-tfsi-benzina-2024-d37eb6947991d720?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 38.900 €,26.000 km ,Aut. 6 marce ,"Giu, 2024",Benzina,Usata,180kW (245CV) ,44121 Ferrara (FE),,AUTOSTEP
"Audi A3
35 TSFI MHEV Business Adavnced *NUOVA KM-0*",35 TSFI MHEV Business Adavnced *NUOVA KM-0*,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2025-26d60ed58b638488?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29,https://autosupermarket.it/annunci/audi-a3-35-tfsi-ibrida-2025-26d60ed58b638488?search=https://autosupermarket.it/ricerca/audi/a3/prezzo-da-10000?anno-da%3D2020%26t%3Db008wm%26ordina%3Dprezzo-su%26page%3D29, 38.900 €,21 km ,Aut. 7 marce ,"Apr, 2025",Ibrida,Usata,110kW (150CV) ,25132 Brescia (BS),,RR1985 S.R.L.
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
