Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
AUDI A3 SPB 30 TFSI Business Advanced,https://www.automobile.it/casoria-audi-a3-spb-30-tfsi-business-advanced/179334089,24999,3,2022,55,automatico,Ibrido,110,Business Advanced,Middle,30 TFSI,Rivenditore,490,casoria,80026,Campania,Sud
Audi A3 Sedan 30 TDI Sport cerchi da 18,https://www.automobile.it/jesi-audi-a3-sedan-30-tdi-sport-cerchi-18/180854110,25000,5,2020,99,automatico,Diesel,116,Sport,Middle,30 TDI,Rivenditore,211,jesi,60035,Marche,Centro
Audi A3 SPB 30 TDI S line edition PACK RS 85.000 KM,https://www.automobile.it/lumezzane-audi-a3-spb-30-tdi-s-line-edition-pack-rs-85-000-km/180600422,25000,5,2020,85,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,129,lumezzane,25065,Lombardia,Nord-ovest
Audi A3 Sedan 35 TFSI Business Advanced,https://www.automobile.it/verona-audi-a3-sedan-35-tfsi-business-advanced/179884721,25300,5,2020,65,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,86,verona,37121,Veneto,Nord-est
Audi A3 SPB 30 TDI Business,https://www.automobile.it/brescia-audi-a3-spb-30-tdi-business/179924115,25350,2,2023,22,automatico,Diesel,116,Business,Base,30 TDI,Rivenditore,121,brescia,25121,Lombardia,Nord-ovest
AUDI A3 SPB 30 TDI S tronic,https://www.automobile.it/casoria-audi-a3-spb-30-tdi-s-tronic/178940144,25399,3,2022,47,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,490,casoria,80026,Campania,Sud
AUDI A3 SPB 30 TDI S tronic Business Advanced,https://www.automobile.it/castenaso-audi-a3-spb-30-tdi-s-tronic-business-advanced/180686872,25400,4,2021,91,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,31,castenaso,40055,Emilia-Romagna,Nord-est
Audi A3 SPB 40 TFSI e S tronic,https://www.automobile.it/almese-audi-a3-spb-40-tfsi-s-tronic/180863742,25400,3,2022,18,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
Audi A3 SPB 40 TFSI e S tronic,https://www.automobile.it/almese-audi-a3-spb-40-tfsi-s-tronic/180863751,25400,3,2022,14,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,299,almese,10040,Piemonte,Nord-ovest
AUDI A3 SPB 35 TFSI S tronic Business Advanced,https://www.automobile.it/crocetta-montello-audi-a3-spb-35-tfsi-s-tronic-business-advanced/180701579,25490,4,2021,79,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,147,crocetta montello,31035,Veneto,Nord-est
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/somma-vesuviana-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180887675,25499,5,2020,78,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,500,somma vesuviana,80049,Campania,Sud
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/tramutola-audi-a3-spb-35-tdi-s-tronic-business-advanced/180004641,25500,5,2020,52,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,615,tramutola,85057,Basilicata,Sud
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/vicenza-audi-a3-spb-35-tdi-s-tronic-s-line-edition/179390419,25500,5,2020,115,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,103,vicenza,36100,Veneto,Nord-est
AUDI A3 30 TDI S tronic - VIRTUAL COCKPIT - APPLE - x NEO-PATENTATI - GAR.24 MESI,https://www.automobile.it/rezzato-audi-a3-30-tdi-s-tronic-virtual-cockpit-apple-x-neo-patentati-gar-24-mesi/179392723,25500,4,2021,93,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,114,rezzato,25086,Lombardia,Nord-ovest
Audi A3 SPB 35 TFSI S tronic S line 2022 ibrid,https://www.automobile.it/gavardo-audi-a3-spb-35-tfsi-s-tronic-s-line-2022-ibrid/180598254,25500,3,2022,29,automatico,Ibrido,150,S line,Sport,35 TFSI,Rivenditore,116,gavardo,25085,Lombardia,Nord-ovest
AUDI A3 SPB 40 TFSI e S tronic Business Advanced,https://www.automobile.it/bolzano-audi-a3-spb-40-tfsi-s-tronic-business-advanced/180216168,25500,3,2022,29,automatico,Ibrido,190,Business Advanced,Middle,40 TFSI,Rivenditore,204,bolzano,39100,Trentino-Alto Adige/Südtirol,Nord-est
AUDI A3 SPB 30 TDI Business,https://www.automobile.it/appignano-audi-a3-spb-30-tdi-business/180920593,25500,4,2021,59,automatico,Diesel,116,Business,Base,30 TDI,Rivenditore,228,appignano,62010,Marche,Centro
AUDI A3 SPB 35 TDI 150CV S tronic Advanced First-Call,https://www.automobile.it/castiglione-stiviere-audi-a3-spb-35-tdi-150cv-s-tronic-advanced-first-call/180825324,25800,3,2022,36,automatico,Diesel,150,Advanced,Middle,35 TDI,Rivenditore,94,castiglione delle stiviere,46043,Lombardia,Nord-ovest
Audi A3 SPB 35 TDI S tronic S line Exterior edition LED-18,https://www.automobile.it/alba-audi-a3-spb-35-tdi-s-tronic-s-line-exterior-edition-led-18/180866304,25800,5,2020,109,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,245,alba,12051,Piemonte,Nord-ovest
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/cingoli-audi-a3-spb-35-tdi-s-tronic-business-advanced/180861010,25800,5,2020,84,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,220,cingoli,62011,Marche,Centro
Audi A3 SPB 30 TDI S line edition,https://www.automobile.it/siderno-audi-a3-spb-30-tdi-s-line-edition/179504578,25900,5,2020,59,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,830,siderno,89048,Calabria,Sud
Audi A3 SPB 35 TDI S-tronic Business Advanced,https://www.automobile.it/ragusa-audi-a3-spb-35-tdi-s-tronic-business-advanced/178723717,25900,3,2022,152,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,911,ragusa,97100,Sicilia,Isole
AUDI A3 SPB 30 TDI Business Advanced,https://www.automobile.it/gualdo-audi-a3-spb-30-tdi-business-advanced/179763736,25900,4,2021,37,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,250,gualdo,62020,Marche,Centro
"AUDI A3 Sedan 30 TDI S tronic Business Advanced 18""",https://www.automobile.it/vigevano-audi-a3-sedan-30-tdi-s-tronic-business-advanced-18/179307204,25900,2,2023,44,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,193,vigevano,27029,Lombardia,Nord-ovest
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/reggio-emilia-audi-a3-spb-35-tdi-s-tronic-business-advanced/179095838,25900,4,2021,81,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,40,reggio emilia,42121,Emilia-Romagna,Nord-est
AUDI A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/pordenone-audi-a3-spb-35-tdi-s-tronic-business-advanced/180414837,25900,3,2022,92,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,186,pordenone,33170,Friuli-Venezia Giulia,Nord-est
Audi A3 SPB 30 TDI Business,https://www.automobile.it/lecce-audi-a3-spb-30-tdi-business/180461443,25900,4,2021,77,automatico,Diesel,116,Business,Base,30 TDI,Rivenditore,750,lecce,73100,Puglia,Sud
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/monteforte-irpino-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180563494,25900,4,2021,110,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,511,monteforte irpino,83024,Campania,Sud
AUDI A3 Sportback 40 TFSI e S-Tronic SPB Plug-In Hybrid,https://www.automobile.it/concesio-audi-a3-sportback-40-tfsi-s-tronic-spb-plug-hybrid/180134378,25900,3,2022,73,automatico,Ibrido,190,Sport,Middle,40 TFSI,Rivenditore,126,concesio,25062,Lombardia,Nord-ovest
Audi A3 SPB 30 TFSI S tronic Business Advanced,https://www.automobile.it/genova-audi-a3-spb-30-tfsi-s-tronic-business-advanced/180783953,25900,3,2022,14,automatico,Benzina,110,Business Advanced,Middle,30 TFSI,Rivenditore,177,genova,16121,Liguria,Nord-ovest
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/genova-audi-a3-spb-35-tdi-s-tronic-business-advanced/180783951,25900,3,2022,83,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,177,genova,16121,Liguria,Nord-ovest
AUDI A3 SPB 30 TDI S tronic S line edition IVA ESPOSTA,https://www.automobile.it/cherasco-audi-a3-spb-30-tdi-s-tronic-s-line-edition-iva-esposta/180778262,25900,4,2021,47,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,259,cherasco,12062,Piemonte,Nord-ovest
Audi A3 SPB 30 TDI S line edition,https://www.automobile.it/frosinone-audi-a3-spb-30-tdi-s-line-edition/180822006,25900,4,2021,110,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,381,frosinone,3100,Lazio,Centro
Audi A3 SPB 40 TFSI e S-tronic PLUG-IN,https://www.automobile.it/villongo-audi-a3-spb-40-tfsi-s-tronic-plug/180639520,25900,3,2022,49,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
Audi A3 SPB 40 TFSI e S-tronic PLUG-IN,https://www.automobile.it/villongo-audi-a3-spb-40-tfsi-s-tronic-plug/180913543,25900,3,2022,49,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
Audi A3 SPB 40 TFSI e S-tronic PLUG-IN,https://www.automobile.it/villongo-audi-a3-spb-40-tfsi-s-tronic-plug/180913542,25900,3,2022,49,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
Audi A3 SPB 45 TFSI e 245 CV S tronic S line edition,https://www.automobile.it/villongo-audi-a3-spb-45-tfsi-245-cv-s-tronic-s-line-edition/180914951,25900,4,2021,89,automatico,Ibrido,245,S line,Sport,45 TFSI,Rivenditore,146,villongo,24060,Lombardia,Nord-ovest
Audi A3 SPB 35 TDI S tronic Sport |IVA ESPOSTA,https://www.automobile.it/parma-audi-a3-spb-35-tdi-s-tronic-sport-iva-esposta/180911778,25900,5,2020,75,automatico,Diesel,150,Sport,Middle,35 TDI,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/marsala-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180171375,25990,4,2021,140,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,770,marsala,91025,Sicilia,Isole
AUDI A3 SPB 35 TDI S tronic,https://www.automobile.it/alcamo-audi-a3-spb-35-tdi-s-tronic/180181467,25990,4,2021,97,automatico,Diesel,150,S,Performance,35 TDI,Rivenditore,757,alcamo,91011,Sicilia,Isole
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/modica-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180553759,25990,3,2022,85,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,919,modica,97015,Sicilia,Isole
Audi A3 Sportback 35 TDI S line S-Tronic 150CV,https://www.automobile.it/sant-anastasia-audi-a3-sportback-35-tdi-s-line-s-tronic-150cv/180903532,25999,5,2020,96,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,499,sant anastasia,80048,Campania,Sud
Audi A3 SPB 35 TFSI Business Advanced,https://www.automobile.it/brembate-audi-a3-spb-35-tfsi-business-advanced/178543598,26000,5,2020,53,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,169,brembate sopra,24030,Lombardia,Nord-ovest
AUDI A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/san-michele-salentino-audi-a3-spb-35-tdi-s-tronic-business-advanced/179804161,26200,5,2020,95,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,695,san michele salentino,72018,Puglia,Sud
AUDI A3 30 TDI S tronic S line,https://www.automobile.it/mogliano-veneto-audi-a3-30-tdi-s-tronic-s-line/180885278,26200,2,2023,69,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,132,mogliano veneto,31021,Veneto,Nord-est
Audi A3 SPB 2.0 30 TDI 115cv Aut. Business Advanced Iva Detraibile,https://www.automobile.it/cercola-audi-a3-spb-2-0-30-tdi-115cv-aut-business-advanced-iva-detraibile/180820112,26200,3,2022,50,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,498,cercola,80040,Campania,Sud
Audi A3 SPB 35 TFSI S tronic,https://www.automobile.it/rocca-neto-audi-a3-spb-35-tfsi-s-tronic/180394534,26300,4,2021,80,automatico,Ibrido,150,S,Performance,35 TFSI,Rivenditore,778,rocca neto,88821,Calabria,Sud
Audi A3 SPB 35 TFSI,https://www.automobile.it/vigevano-audi-a3-spb-35-tfsi/179606786,26300,2,2023,30,automatico,Benzina,150,S,Performance,35 TFSI,Rivenditore,193,vigevano,27029,Lombardia,Nord-ovest
AUDI A3 SPB 35 TFSI Business Advanced,https://www.automobile.it/san-cesareo-audi-a3-spb-35-tfsi-business-advanced/180313297,26490,3,2022,35,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,343,san cesareo,30,Lazio,Centro
AUDI A3 SPB 30 TFSI Business del 2022,https://www.automobile.it/pesaro-audi-a3-spb-30-tfsi-business-2022/177008209,26500,3,2022,26,automatico,Benzina,110,Business,Base,30 TFSI,Rivenditore,164,pesaro,61121,Marche,Centro
AUDI A3 SPB 30 TDI,https://www.automobile.it/castelnuovo-rangone-audi-a3-spb-30-tdi/179526519,26500,4,2021,34,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
AUDI A3 SPB 30 TDI Business Advanced,https://www.automobile.it/alife-audi-a3-spb-30-tdi-business-advanced/178511533,26500,4,2021,46,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,453,alife,81011,Campania,Sud
Audi A3 SPB 35 TDI S tronic Business,https://www.automobile.it/salerno-audi-a3-spb-35-tdi-s-tronic-business/180613317,26500,5,2020,69,automatico,Diesel,150,Business,Base,35 TDI,Rivenditore,533,salerno,84121,Campania,Sud
Audi A3 SPB 30 TFSI S tronic Business,https://www.automobile.it/arezzo-audi-a3-spb-30-tfsi-s-tronic-business/179772738,26500,2,2023,37,automatico,Ibrido,110,Business,Base,30 TFSI,Rivenditore,146,arezzo,52100,Toscana,Centro
Audi A3 SPB 30 TDI S tronic TETTO,https://www.automobile.it/calvi-risorta-audi-a3-spb-30-tdi-s-tronic-tetto/180721524,26500,4,2021,70,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,454,calvi risorta,81042,Campania,Sud
Sportback 35TDI 150CV S tronic Identity Black,https://www.automobile.it/verona-sportback-35tdi-150cv-s-tronic-identity-black/180748818,26500,2,2023,144,automatico,Diesel,150,Identity,Middle,35 TDI,Rivenditore,86,verona,37121,Veneto,Nord-est
AUDI A3 SPB 30 TDI S tronic S line PREZZO REALE,https://www.automobile.it/arsie-audi-a3-spb-30-tdi-s-tronic-s-line-prezzo-reale/180654501,26500,2,2023,92,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,154,arsie,32030,Veneto,Nord-est
Audi A3 SPB 30 TDI Business Advanced,https://www.automobile.it/san-polo-matese-audi-a3-spb-30-tdi-business-advanced/180924696,26500,3,2022,90,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,449,san polo matese,86020,Molise,Sud
Audi A3 SPB 35 TFSI Business Advanced,https://www.automobile.it/padova-audi-a3-spb-35-tfsi-business-advanced/180431057,26600,3,2022,49,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,101,padova,35121,Veneto,Nord-est
Audi A3 SPB 30 TDI Admired,https://www.automobile.it/praia-mare-audi-a3-spb-30-tdi-admired/178639868,26800,5,2020,85,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,653,praia a mare,87028,Calabria,Sud
AUDI A3 SPB 35 TDI S-Tronic S-Line,https://www.automobile.it/castellaneta-audi-a3-spb-35-tdi-s-tronic-s-line/179778076,26800,4,2021,98,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,653,castellaneta,74011,Puglia,Sud
AUDI A3 SPB 30 TDI S tronic S line edition - VARI COLORI!,https://www.automobile.it/piombino-dese-audi-a3-spb-30-tdi-s-tronic-s-line-edition-vari-colori/179777073,26800,2,2023,76,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,124,piombino dese,35017,Veneto,Nord-est
Audi A3 SPB 30 TDI S line edition CON I 20 CERCHI,https://www.automobile.it/serramazzoni-audi-a3-spb-30-tdi-s-line-edition-20-cerchi/180923100,26800,5,2020,73,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,38,serramazzoni,41028,Emilia-Romagna,Nord-est
AUDI A3 SPB 30 TDI 116CV CronoTagliandi Tetto Panorama,https://www.automobile.it/guidonia-montecelio-audi-a3-spb-30-tdi-116cv-cronotagliandi-tetto-panorama/180717676,26890,3,2022,80,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,322,guidonia montecelio,12,Lazio,Centro
Audi A3 SPB 35 TFSI S tronic Business Advanced,https://www.automobile.it/milano-audi-a3-spb-35-tfsi-s-tronic-business-advanced/178065259,26900,3,2022,55,automatico,Ibrido,150,Business Advanced,Middle,35 TFSI,Rivenditore,177,milano,20121,Lombardia,Nord-ovest
Audi A3 SPB 35 TFSI Business S-Tronic,https://www.automobile.it/verolengo-audi-a3-spb-35-tfsi-business-s-tronic/178637959,26900,5,2020,27,automatico,Benzina,150,Business,Base,35 TFSI,Rivenditore,256,verolengo,10038,Piemonte,Nord-ovest
Audi A3 SPB 30 TDI S-Tronic S-Line Edition,https://www.automobile.it/monopoli-audi-a3-spb-30-tdi-s-tronic-s-line-edition/179395356,26900,4,2021,68,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,651,monopoli,70043,Puglia,Sud
AUDI A3 SPB 35 TFSI,https://www.automobile.it/pieve-soligo-audi-a3-spb-35-tfsi/179908783,26900,3,2022,47,automatico,Benzina,150,S,Performance,35 TFSI,Rivenditore,159,pieve soligo,31053,Veneto,Nord-est
AUDI A3 SPORTBACK 35 TDI STRONIC BUSINESS ADVANCED,https://www.automobile.it/cuneo-audi-a3-sportback-35-tdi-stronic-business-advanced/179966327,26900,4,2021,109,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,286,cuneo,12100,Piemonte,Nord-ovest
AUDI A3 SPORTBACK 30 TDI S tronic Business Advanced,https://www.automobile.it/vigevano-audi-a3-sportback-30-tdi-s-tronic-business-advanced/180250267,26900,3,2022,43,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,193,vigevano,27029,Lombardia,Nord-ovest
Audi A3 Sedan 30 TFSI S line edition,https://www.automobile.it/martina-franca-audi-a3-sedan-30-tfsi-s-line-edition/180453084,26900,2,2023,28,automatico,Benzina,110,S line,Sport,30 TFSI,Rivenditore,672,martina franca,74015,Puglia,Sud
Audi A3 4ª serie SPB 30 TDI S tronic S line edition,https://www.automobile.it/moncalieri-audi-a3-4-serie-spb-30-tdi-s-tronic-s-line-edition/180224805,26900,2,2023,50,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,275,moncalieri,10024,Piemonte,Nord-ovest
Audi A3 SPB 35 TDI S tronic Business,https://www.automobile.it/genova-audi-a3-spb-35-tdi-s-tronic-business/180375087,26900,3,2022,48,automatico,Diesel,150,Business,Base,35 TDI,Rivenditore,177,genova,16121,Liguria,Nord-ovest
Audi A3 4 serie SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/favara-audi-a3-4-serie-spb-35-tdi-s-tronic-business-advanced/179274854,26900,3,2022,89,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,843,favara,92026,Sicilia,Isole
Audi A3 SPB 35 TFSI Business Advanced,https://www.automobile.it/massa-audi-a3-spb-35-tfsi-business-advanced/179675665,26900,5,2020,55,automatico,Benzina,150,Business Advanced,Middle,35 TFSI,Rivenditore,105,massa,54100,Toscana,Centro
Audi A3 SPB 30 TDI S tronic S line edition,https://www.automobile.it/genova-audi-a3-spb-30-tdi-s-tronic-s-line-edition/178266412,26900,4,2021,88,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,177,genova,16121,Liguria,Nord-ovest
Audi A3 SPB 40 TFSI e S tronic identity Black 204cv,https://www.automobile.it/napoli-audi-a3-spb-40-tfsi-s-tronic-identity-black-204cv/180876609,26900,3,2022,39,automatico,Ibrido,190,Identity,Middle,40 TFSI,Rivenditore,495,napoli,80121,Campania,Sud
Audi A3 Sportback 30 TDI S tronic S line edition,https://www.automobile.it/casoria-audi-a3-sportback-30-tdi-s-tronic-s-line-edition/180879117,26900,2,2023,75,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,490,casoria,80026,Campania,Sud
Audi A3 SPB 30 TDI Led/camera...,https://www.automobile.it/salice-salentino-audi-a3-spb-30-tdi-led-camera/180900403,26900,2,2023,59,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,735,salice salentino,73015,Puglia,Sud
Audi A3 SPB 35 TFSI S line edition,https://www.automobile.it/cirie-audi-a3-spb-35-tfsi-s-line-edition/179932057,26900,3,2022,14,automatico,Benzina,150,S line,Sport,35 TFSI,Rivenditore,285,cirie,10073,Piemonte,Nord-ovest
Audi A3 SPB 30 TFSI S tronic,https://www.automobile.it/osimo-audi-a3-spb-30-tfsi-s-tronic/180283892,26900,4,2021,36,automatico,Benzina,110,S,Performance,30 TFSI,Rivenditore,229,osimo,60027,Marche,Centro
Audi A3 SPB 30 TDI Business Advanced,https://www.automobile.it/barcellona-pozzo-gotto-audi-a3-spb-30-tdi-business-advanced/180926985,26900,3,2022,77,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,800,barcellona pozzo gotto,98051,Sicilia,Isole
AUDI A3 SPB 40 TFSI e S tronic,https://www.automobile.it/pieve-cento-audi-a3-spb-40-tfsi-s-tronic/180231480,26950,3,2022,26,automatico,Ibrido,190,S,Performance,40 TFSI,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Audi A3 SPB 35 TDI S tronic S line edition,https://www.automobile.it/santa-teresa-riva-audi-a3-spb-35-tdi-s-tronic-s-line-edition/180316494,26950,4,2021,142,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,825,santa teresa riva,98028,Sicilia,Isole
Audi A3 SPB 35 TDI S line edition - prezzo top,https://www.automobile.it/ravenna-audi-a3-spb-35-tdi-s-line-edition-prezzo-top/180911513,26980,3,2022,65,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,89,ravenna,48121,Emilia-Romagna,Nord-est
Audi A3 2021 SPB 35 TDI S tronic Business,https://www.automobile.it/misilmeri-audi-a3-2021-spb-35-tdi-s-tronic-business/180911765,26990,4,2021,100,automatico,Diesel,150,Business,Base,35 TDI,Rivenditore,761,misilmeri,90036,Sicilia,Isole
Audi A3 SPB 30 TDI Business Advanced Manuale,https://www.automobile.it/roma-audi-a3-spb-30-tdi-business-advanced-manuale/180897427,26999,3,2022,20,automatico,Diesel,116,Business Advanced,Middle,30 TDI,Rivenditore,326,roma,118,Lazio,Centro
AUDI A3 SPB 35 TDI Business,https://www.automobile.it/bracciano-audi-a3-spb-35-tdi-business/176534093,27000,4,2021,49,automatico,Diesel,150,Business,Base,35 TDI,Rivenditore,296,bracciano,62,Lazio,Centro
Audi A3 SPB 30 TDI S tronic S line edition,https://www.automobile.it/rocca-neto-audi-a3-spb-30-tdi-s-tronic-s-line-edition/180394531,27000,4,2021,70,automatico,Diesel,116,S line,Sport,30 TDI,Rivenditore,778,rocca neto,88821,Calabria,Sud
"AUDI A3 SPB 40 TFSI e S tronic S line edition """" MATRIX """"",https://www.automobile.it/parma-audi-a3-spb-40-tfsi-s-tronic-s-line-edition-matrix/180697611,27000,3,2022,72,automatico,Ibrido,190,S line,Sport,40 TFSI,Rivenditore,65,parma,43121,Emilia-Romagna,Nord-est
Audi A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/bastia-umbra-audi-a3-spb-35-tdi-s-tronic-business-advanced/180276263,27300,3,2022,93,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,210,bastia umbra,6083,Umbria,Centro
Audi A3 Sportback 1.4 40 TFSI e PHEV,https://www.automobile.it/busto-arsizio-audi-a3-sportback-1-4-40-tfsi-phev/178480676,27400,4,2021,41,automatico,Ibrido,190,Sport,Middle,40 TFSI,Rivenditore,208,busto arsizio,21052,Lombardia,Nord-ovest
AUDI A3 SPB 30 TDI Advaced #varicolori,https://www.automobile.it/spinea-audi-a3-spb-30-tdi-advaced-varicolori/175231482,27490,3,2022,28,automatico,Diesel,116,S,Performance,30 TDI,Rivenditore,122,spinea,30038,Veneto,Nord-est
AUDI A3 SPB 35 TDI S tronic Business,https://www.automobile.it/barrafranca-audi-a3-spb-35-tdi-s-tronic-business/180584683,27490,4,2021,62,automatico,Diesel,150,Business,Base,35 TDI,Rivenditore,849,barrafranca,94012,Sicilia,Isole
AUDI A3 Sedan 35 TDI S tronic S line edition,https://www.automobile.it/casoria-audi-a3-sedan-35-tdi-s-tronic-s-line-edition/178730228,27499,3,2022,51,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,490,casoria,80026,Campania,Sud
Audi A3 SPB 35 TDI S tronic sport back garanzia,https://www.automobile.it/terzigno-audi-a3-spb-35-tdi-s-tronic-sport-back-garanzia/177449784,27500,5,2020,50,automatico,Diesel,150,Sport,Middle,35 TDI,Rivenditore,509,terzigno,80040,Campania,Sud
Audi A3 Sedan 35 TFSI S tronic S line edition,https://www.automobile.it/quarto-audi-a3-sedan-35-tfsi-s-tronic-s-line-edition/177176153,27500,5,2020,92,automatico,Ibrido,150,S line,Sport,35 TFSI,Rivenditore,487,quarto,80010,Campania,Sud
AUDI A3 SPB 35 TDI S tronic Business Advanced,https://www.automobile.it/fondi-audi-a3-spb-35-tdi-s-tronic-business-advanced/180367423,27500,4,2021,57,automatico,Diesel,150,Business Advanced,Middle,35 TDI,Rivenditore,412,fondi,4022,Lazio,Centro
Audi A3 SPORTBACK 35 TDI S tronic S line edition FULL,https://www.automobile.it/casoria-audi-a3-sportback-35-tdi-s-tronic-s-line-edition-full/180537322,27500,2,2023,69,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,490,casoria,80026,Campania,Sud
Audi A3 SPORTBACK 35 TDI S tronic S line edition FULL,https://www.automobile.it/casoria-audi-a3-sportback-35-tdi-s-tronic-s-line-edition-full/180537549,27500,2,2023,71,automatico,Diesel,150,S line,Sport,35 TDI,Rivenditore,490,casoria,80026,Campania,Sud
Audi A3 SPORTBACK 30 TFSI S TRONIC,https://www.automobile.it/palermo-audi-a3-sportback-30-tfsi-s-tronic/180571957,27500,3,2022,37,automatico,Benzina,110,Sport,Middle,30 TFSI,Rivenditore,750,palermo,90121,Sicilia,Isole
Audi A3 A3 SPB 30 TDI Business,https://www.automobile.it/borgo-san-dalmazzo-audi-a3-a3-spb-30-tdi-business/180642077,27500,3,2022,63,automatico,Diesel,116,Business,Base,30 TDI,Rivenditore,292,borgo san dalmazzo,12011,Piemonte,Nord-ovest
