Annuncio,Link,Prezzo,Anni,Immatricolazione,Chilometraggio,Cambio,Carburante,CV,Allestimento,Allestimento_unificato,Modello,Venditore,Distanza,Comune,CAP,Regione,Area
Mercedes-Benz A 180 180 d premium night edition auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-d-premium-night-edition-auto-diesel-nero-eea37385-576a-42ca-8156-d88539b2e6b3,31000,3,2022,34423,automatico,Diesel,150,AMG line,Sport,A 180,Rivenditore,92,brendola,36040,Veneto,Nord-est
Mercedes-Benz A 200 Premium AMG VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-200-premium-amg-vari-colori-e-allestimenti-disponibili-benzina-bianco-5458dad4-9c53-40e7-af2a-3ec6c0a07d7b,32900,1,2024,13800,automatico,Benzina,150,AMG line,Sport,A 200,Rivenditore,77,arcole,37040,Veneto,Nord-est
Mercedes-Benz A 180 D SPORT VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-sport-vari-colori-e-allestimenti-disponibili-diesel-bianco-7cd0577e-99f3-4378-a34c-d0c6855e7d2d,29900,1,2024,17200,automatico,Diesel,150,Sport,Middle,A 180 d,Rivenditore,77,arcole,37040,Veneto,Nord-est
Mercedes-Benz A 180 A 180 d Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-sport-diesel-bianco-3864a628-4308-4835-814c-6d88b6880136,25950,4,2021,63000,automatico,Diesel,150,Sport,Middle,A 180 d,Rivenditore,16,modena,41126,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-advanced-diesel-bianco-d207e925-db2b-40a9-bbc9-a6f282d8d9c9,30900,0,2025,10,automatico,Diesel,150,Advanced,Middle,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 - A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-bianco-f8d75bea-e048-4f33-b410-bf220e4d2ecf,26930,4,2021,62412,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 200 BENZINA PREMIUM AMG AUTOMATICA,https://www.autoscout24.it/annunci/mercedes-benz-a-200-benzina-premium-amg-automatica-benzina-bianco-ca5208fe-679a-4109-9212-42d7cb504b35,35900,2,2023,11000,automatico,Benzina,150,AMG line,Sport,A 200,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 180 d Progressive Advanced AUT. KM. 0 PRONTA CONSEGNA,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-aut-km-0-pronta-consegna-diesel-grigio-d1b9db4d-4396-4568-8ba8-565d343a0435,33900,2,2023,10,automatico,Diesel,150,Progressive,Middle,A 180 d,Rivenditore,16,modena,41121,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic Progressive Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-diesel-argento-4b59d414-b242-481f-839d-ee02c1a7bcc8,32900,0,2025,10,automatico,Diesel,150,Progressive,Middle,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-auto-diesel-nero-06e18250-e623-4e87-bfda-569bff8627ac,28900,2,2023,29236,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,65,parma,43126,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-progressive-advanced-plus-auto-diesel-nero-1ca39002-0466-4332-aaa2-8aad334b8e1f,29900,1,2024,18500,automatico,Diesel,150,Progressive,Middle,A 180 d,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 180 - A 180 d AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-amg-line-advanced-plus-auto-diesel-bianco-463529a9-3d4d-47b2-afeb-304666a9eb1e,34700,2,2023,27763,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 180 Classe A A 180 Automatic Business Extra,https://www.autoscout24.it/annunci/mercedes-benz-a-180-classe-a-a-180-automatic-business-extra-benzina-grigio-105be051-2f42-4464-9b62-7e4ec18da8da,21400,6,2019,57472,automatico,Benzina,150,Business,Base,A 180,Rivenditore,76,buttapietra,37060,Veneto,Nord-est
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-automatic-plug-in-hybrid-sport-elettrica-benzina-argento-d21effe2-e82a-458b-9a33-6c42fbd08997,28400,3,2022,54669,automatico,Ibrido,150,Sport,Middle,A 250 e,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-plus-diesel-bianco-842ee6cb-21de-4d55-bdce-064dcca9d117,36400,0,2025,10,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 250 e Automatic EQ-Power Premium,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-automatic-eq-power-premium-elettrica-benzina-nero-8a37c00f-7ad7-463c-8c2c-58ac9ebe822c,27400,4,2021,54312,automatico,Ibrido,150,AMG line,Sport,A 250 e,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 A 200 d Sport Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-sport-automatic-diesel-blu-azzurro-c756a72d-8818-4c1c-9808-4d94e833b3bc,29799,3,2022,12748,automatico,Diesel,150,Sport,Middle,A 200 d,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 200 Automatic AMG Line,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-amg-line-elettrica-benzina-nero-fed28a69-0990-41fd-af08-5a3927390e02,35400,1,2024,21000,automatico,Ibrido,150,AMG line,Sport,A 200,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 180 Sport auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-sport-auto-benzina-grigio-8eb17b58-1c33-48f8-93c4-9138d71fd3b9,24400,4,2021,40128,automatico,Benzina,150,Sport,Middle,A 180,Rivenditore,99,firenze,50127,Toscana,Centro
Mercedes-Benz A 180 A 180 d Executive Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-executive-automatic-diesel-bianco-a31c55da-67ef-4738-ad32-3d7ca8c8c4f5,21399,5,2020,56243,automatico,Diesel,150,Executive,Base,A 180 d,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 Automatic AMG Line,https://www.autoscout24.it/annunci/mercedes-benz-a-180-automatic-amg-line-benzina-grigio-df3f2e10-0b7a-400f-8ba4-7b05d2a91ee9,31900,5,2020,40000,automatico,Benzina,150,AMG line,Sport,A 180,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-bianco-5804f3a5-6710-4c0a-a12f-c21f5a0ee150,31950,2,2023,12500,automatico,Diesel,150,Advanced,Middle,A 180 d,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-premium-auto-diesel-89a0f457-0de4-4f85-a3fa-7bac8fbde4e2,25300,6,2019,60285,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,101,padova,35131,Veneto,Nord-est
Mercedes-Benz A 200 MHV SPORT AUTOMATIC,https://www.autoscout24.it/annunci/mercedes-benz-a-200-mhv-sport-automatic-elettrica-benzina-nero-66e8aea4-0d05-40b8-b743-92cbe76c3625,25900,2,2023,12378,automatico,Ibrido,150,Sport,Middle,A 200,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz A 180 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-executive-diesel-argento-707d9df1-a6e8-4270-80e1-80ca2caa49e0,26950,3,2022,27800,automatico,Diesel,150,Executive,Base,A 180 d,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-diesel-grigio-8d67a4c6-15fe-44d4-97f0-e187ee8bd484,36400,0,2025,10,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-grigio-a1dc237c-06db-48a6-b38d-d1df00534fdb,31950,2,2023,10999,automatico,Diesel,150,Advanced,Middle,A 180 d,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 d Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-d-progressive-advanced-plus-auto-diesel-nero-ed3a8499-89b0-4f6f-9fa9-24b3f8f7a3a0,32500,1,2024,18000,automatico,Diesel,150,Progressive,Middle,A 200 d,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-advanced-diesel-bianco-b0843f0a-f89a-4608-b1a1-dc6ee31e65f2,31900,0,2025,10,automatico,Diesel,150,Advanced,Middle,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-automatic-advanced-diesel-nero-d850228b-c5c9-4773-b047-ca806fbaea6b,31950,1,2024,22800,automatico,Diesel,150,Advanced,Middle,A 180 d,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Mercedes-Benz A 250 AMG PREMIUM PAK LUCI LED NIGHT FULL,https://www.autoscout24.it/annunci/mercedes-benz-a-250-amg-premium-pak-luci-led-night-full-benzina-bianco-140db34d-ac37-4621-828a-71d69d89b3bb,34900,3,2022,21500,automatico,Benzina,150,AMG line,Sport,A 250,Rivenditore,77,arcole,37040,Veneto,Nord-est
Mercedes-Benz A 200 A 200 d Automatic Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-d-automatic-advanced-diesel-nero-592d561e-1f64-498c-93ac-1ba2661c18a6,34950,2,2023,14900,automatico,Diesel,150,Advanced,Middle,A 200 d,Rivenditore,14,pieve cento,40066,Emilia-Romagna,Nord-est
Mercedes-Benz A 35 AMG A AMG 35 Race Edition 4matic auto,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-amg-35-race-edition-4matic-auto-benzina-grigio-9ad5d719-148f-49f8-bdaa-1e05b2637f46,43500,3,2022,58000,automatico,Benzina,150,AMG,Performance,A 35,Rivenditore,91,quarrata,51039,Toscana,Centro
Mercedes-Benz A 180 A 180 d Executive Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-executive-automatic-diesel-nero-2c4c4090-74da-494c-a179-464d8f177dd2,21799,5,2020,56836,automatico,Diesel,150,Executive,Base,A 180 d,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 35 AMG 4Matic AMG,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-4matic-amg-benzina-nero-4be6a348-4909-4d8b-bfaa-ca6c05480f75,42900,3,2022,42673,automatico,Benzina,150,AMG,Performance,A 35,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 180 180 amg line advanced plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-amg-line-advanced-plus-auto-elettrica-benzina-bianco-a9e1c77d-c38c-40aa-9371-85ef812bdd65,32500,1,2024,25159,automatico,Ibrido,150,AMG line,Sport,A 180,Rivenditore,92,brendola,36040,Veneto,Nord-est
Mercedes-Benz A 180 SPORT VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-180-sport-vari-colori-e-allestimenti-disponibili-benzina-bianco-20005e24-5079-4449-9d17-2cd7f458c038,28900,1,2024,17900,automatico,Benzina,150,Sport,Middle,A 180,Rivenditore,77,arcole,37040,Veneto,Nord-est
Mercedes-Benz A 250 e Automatic Plug-in hybrid AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-250-e-automatic-plug-in-hybrid-amg-line-advanced-plus-elettrica-benzina-nero-6a74d115-d1fb-4bb6-b198-7dc8971d43a7,33900,2,2023,10,automatico,Ibrido,150,AMG line,Sport,A 250 e,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 A 200 Sport Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-200-a-200-sport-automatic-benzina-argento-e877e355-5b39-4917-95b4-f1fce03ac253,26599,5,2020,14410,automatico,Benzina,150,Sport,Middle,A 200,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 35 AMG A 35 AMG 4Matic,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-35-amg-4matic-benzina-rosso-4caf1ffb-1fdb-484b-bf1c-da9c9fa86ca7,33499,3,2022,69542,automatico,Benzina,150,AMG,Performance,A 35,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 180 d Automatic Progressive Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-plus-diesel-argento-336ba3b0-8c2b-4bef-bf46-1fb93a24d9fd,32900,1,2024,10,automatico,Diesel,150,Progressive,Middle,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic Executive,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-executive-diesel-nero-371e54ef-5e95-4245-b1f4-d344b42005bb,34900,0,2025,1,automatico,Diesel,150,Executive,Base,A 180 d,Rivenditore,59,lendinara,45026,Veneto,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-plus-diesel-argento-9f94a13e-f23e-4573-a693-40a091d20cea,36400,0,2025,10,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 AMG,https://www.autoscout24.it/annunci/mercedes-benz-a-200-amg-benzina-nero-dd8bf2e5-34fb-4e48-acf7-4ad6bcbdf280,37350,2,2023,35100,automatico,Benzina,150,AMG,Performance,A 200,Rivenditore,38,bagnolo piano,42011,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-plus-diesel-nero-ad4af7b0-c79c-4070-8cdb-17a9ea68d967,34900,1,2024,17205,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 Amg Line,https://www.autoscout24.it/annunci/mercedes-benz-a-180-amg-line-benzina-nero-3222ce1e-7356-4293-a080-a82663190412,29200,4,2021,59900,manuale,Benzina,150,AMG line,Sport,A 180,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic Progressive Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-progressive-advanced-diesel-nero-b7e72abb-a5ca-41b5-b11f-0026e8cd3f64,30900,2,2023,29628,automatico,Diesel,150,Progressive,Middle,A 180 d,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 200 SPORT Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-200-sport-progressive-advanced-plus-auto-elettrica-benzina-nero-04c84fd3-e462-4b57-acfb-761ba066d581,32900,1,2024,18000,automatico,Ibrido,150,Progressive,Middle,A 200,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 35 AMG A 35 AMG 4Matic 306cv,https://www.autoscout24.it/annunci/mercedes-benz-a-35-amg-a-35-amg-4matic-306cv-benzina-grigio-f474f43f-60db-4280-8ffe-b5c3567ebd25,39900,3,2022,52000,automatico,Benzina,150,AMG,Performance,A 35,Rivenditore,40,calto,45030,Veneto,Nord-est
Mercedes-Benz A 180 d 38.000 KM AUTOMATICA BUSINESS EXTRA FULL,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-38-000-km-automatica-business-extra-full-diesel-grigio-9334c579-ac26-49f2-a5ee-d3017a334184,24500,5,2020,38700,automatico,Diesel,150,Business,Base,A 180 d,Rivenditore,25,mirandola,41037,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 MHV SPORT AUTOMATIC,https://www.autoscout24.it/annunci/mercedes-benz-a-200-mhv-sport-automatic-elettrica-benzina-bianco-333f149f-287d-47b0-8899-b2bc497f42d2,29900,1,2024,21138,automatico,Ibrido,150,Sport,Middle,A 200,Rivenditore,97,altavilla vicentina,36077,Veneto,Nord-est
Mercedes-Benz A 250 - A 250 e phev (eq-power) Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-phev-eq-power-premium-auto-elettrica-benzina-nero-538bcf3f-27b3-4a06-a746-7cf146d625c3,28430,4,2021,46097,automatico,Ibrido,150,AMG line,Sport,A 250 e,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 250 - A 250 e phev (eq-power) Business auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-phev-eq-power-business-auto-elettrica-benzina-nero-3fbefb2e-1adb-4eb7-89d5-9ce28ceeb9ff,24930,4,2021,49135,automatico,Ibrido,150,Business,Base,A 250 e,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Premium Plus AMG,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-automatic-plug-in-hybrid-premium-plus-amg-elettrica-benzina-bianco-d83fb06f-653d-4639-89e2-607569c625bc,32900,3,2022,49111,automatico,Ibrido,150,AMG line,Sport,A 250 e,Rivenditore,23,casalecchio reno,40033,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Business Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-business-automatic-diesel-nero-43fb42e7-3539-4bb1-a500-ea516bd51054,20399,6,2019,67766,automatico,Diesel,150,Business,Base,A 180 d,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced Plus,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-plus-diesel-grigio-7a5c5c79-df41-4f8e-a99e-4081091e8ea9,34800,1,2024,6500,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,68,isola scala,37063,Veneto,Nord-est
Mercedes-Benz A 180 A 180 d Business Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-business-automatic-diesel-grigio-82fdc19b-0338-4b23-988b-22c0e52e91c1,21599,6,2019,32360,automatico,Diesel,150,Business,Base,A 180 d,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 200 Automatic AMG,https://www.autoscout24.it/annunci/mercedes-benz-a-200-automatic-amg-benzina-nero-a0fa9122-eb12-4826-9437-3438281e5cda,34300,3,2022,21400,automatico,Benzina,150,AMG,Performance,A 200,Rivenditore,20,castelnuovo rangone,41051,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Auto Premium Navi,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-auto-premium-navi-diesel-blu-azzurro-734a2d75-6182-42b1-a29a-3a35b9ab7051,32900,2,2023,5973,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 180 d premium night edition auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-180-d-premium-night-edition-auto-diesel-nero-41efef14-4d7d-4247-b6ac-36657dc7a045,30800,3,2022,56757,automatico,Diesel,150,AMG line,Sport,A 180,Rivenditore,92,brendola,36040,Veneto,Nord-est
Mercedes-Benz A 200 Classe A 200 AMG Advanced Plus auto *,https://www.autoscout24.it/annunci/mercedes-benz-a-200-classe-a-200-amg-advanced-plus-auto-benzina-nero-ca28b6fe-c4c8-4ca8-b065-e75b959fe473,33890,2,2023,11665,automatico,Benzina,150,Advanced,Middle,A 200,Rivenditore,99,firenze,50145,Toscana,Centro
Mercedes-Benz A 180 benzina Progressive Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-benzina-progressive-advanced-plus-auto-benzina-nero-62a81d68-699e-4d8b-9fa9-f445d5393724,29900,1,2024,16300,automatico,Benzina,150,Progressive,Middle,A 180,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 250 - A 250 e phev (eq-power) Premium auto,https://www.autoscout24.it/annunci/mercedes-benz-a-250-a-250-e-phev-eq-power-premium-auto-elettrica-benzina-bianco-c0da0a2e-21ad-4748-a567-f5667d3fc9e9,27930,4,2021,54088,automatico,Ibrido,150,AMG line,Sport,A 250 e,Rivenditore,104,lucca,55100,Toscana,Centro
Mercedes-Benz A 180 A 180 4p. Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-4p-sport-benzina-bianco-38a6d7dd-1901-4b5c-afb0-94e8c8a76a1f,23700,6,2019,26700,manuale,Benzina,150,Sport,Middle,A 180,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 180 AMG Line Advanced Plus auto,https://www.autoscout24.it/annunci/mercedes-benz-a-180-amg-line-advanced-plus-auto-benzina-bianco-40d0f223-3863-4639-8f34-e0e5799ef465,32000,1,2024,19200,automatico,Benzina,150,AMG line,Sport,A 180,Rivenditore,100,porcari,55016,Toscana,Centro
Mercedes-Benz A 180 A 180 d Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-sport-diesel-bianco-42fb2283-fc90-4cc8-8831-8b629cd762f2,23900,4,2021,58477,manuale,Diesel,150,Sport,Middle,A 180 d,Rivenditore,57,imola,40026,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Sport,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-sport-diesel-bianco-c5f47ceb-eb9b-4836-bf0a-db7a8c6655d2,23900,4,2021,58477,manuale,Diesel,150,Sport,Middle,A 180 d,Rivenditore,106,cesena,47522,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 d Automatic AMG Line Advanced,https://www.autoscout24.it/annunci/mercedes-benz-a-180-d-automatic-amg-line-advanced-diesel-argento-61d393ba-aa98-4938-a1b3-13e4c78660f9,34900,0,2025,10,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40127,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Premium Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-premium-automatic-diesel-nero-a0e0fe1d-95f6-4f09-8913-83beb8f4e8ee,25399,6,2019,32167,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,86,verona,37135,Veneto,Nord-est
Mercedes-Benz A 180 A 180 d AMG Line Premium Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-amg-line-premium-automatic-diesel-argento-41c40daf-a39c-4d21-8fe5-5849e2bcb00e,37499,1,2024,9351,automatico,Diesel,150,AMG line,Sport,A 180 d,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 200 Diesel AMG VARI COLORI E ALLESTIMENTI DISPONIBILI,https://www.autoscout24.it/annunci/mercedes-benz-a-200-diesel-amg-vari-colori-e-allestimenti-disponibili-diesel-bianco-ad0d4586-43d0-4186-a246-a8ccb6a4e6f0,35000,1,2024,15900,automatico,Diesel,150,AMG,Performance,A 200 d,Rivenditore,77,arcole,37040,Veneto,Nord-est
Mercedes-Benz A 180 A 180 d Business Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-business-automatic-diesel-grigio-a0ffe498-a2bb-41ba-8d81-b284e00a34f4,21599,6,2019,32360,automatico,Diesel,150,Business,Base,A 180 d,Rivenditore,25,bologna,40131,Emilia-Romagna,Nord-est
Mercedes-Benz A 180 A 180 d Executive Automatic,https://www.autoscout24.it/annunci/mercedes-benz-a-180-a-180-d-executive-automatic-diesel-nero-8a9402a8-10fd-4fc2-859c-ef1ea6b63417,24299,5,2020,56836,automatico,Diesel,150,Executive,Base,A 180 d,Rivenditore,86,verona,37135,Veneto,Nord-est
