Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Venditore,CAP,Comune
Opel Corsa Corsa ELECTRIC 156cv GS MY24,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-156cv-gs-my24-elettrica-grigio-936ca174-1f41-45aa-8f27-78d178a6c443,1.5 Diesel,25890.0,1,automatico,2024,Diesel,102.0,Rivenditore,30174,venezia
Opel Corsa Elettrica 136cv EDITION KM ZERO,https://www.autoscout24.it/annunci/opel-corsa-elettrica-136cv-edition-km-zero-elettrica-grigio-2b64da36-3bd1-42be-9c7c-89e1ce71ab8e,,23500.0,5,automatico,2025,Benzina,102.0,Rivenditore,28100,novara
Opel Corsa e- Blitz Edition,https://www.autoscout24.it/annunci/opel-corsa-e-blitz-edition-elettrica-argento-0f52c146-3102-4838-babd-98b1ab749df1,,25896.0,3047,automatico,2023,Benzina,102.0,Rivenditore,22036,erba
Opel Corsa Corsa Blitz Edition 5 porte BEV,https://www.autoscout24.it/annunci/opel-corsa-corsa-blitz-edition-5-porte-bev-benzina-argento-b6ae3fd3-c4eb-4f4b-af53-96fb12d50ca8,1.2 75cv,25000.0,10,manuale,2023,Benzina,102.0,Rivenditore,26100,cremona
Opel Corsa Corsa electric #YES 136cv,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-yes-136cv-elettrica-rosso-6dffb417-ed2c-42bd-92b4-0d8b5753ade1,,24645.0,10,automatico,2024,Benzina,102.0,Rivenditore,35020,albignasego
Opel Corsa electric 136cv,https://www.autoscout24.it/annunci/opel-corsa-electric-136cv-elettrica-grigio-088058ec-bc8e-4e86-beb5-e29587a67628,,22000.0,42300,automatico,2023,Benzina,102.0,Rivenditore,29121,piacenza
Opel Corsa Corsa VI 2020 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-elegance-s-benzina-793231cf-1a11-4be3-8752-9632857a7f57,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35125,padova
Opel Corsa Corsa VI 2020 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-edition-s-benzina-1506b6a2-24ae-4865-96e5-c385d358384f,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35100,
Opel Corsa e- GS Line,https://www.autoscout24.it/annunci/opel-corsa-e-gs-line-elettrica-bianco-51c6c199-8239-4e0f-97b6-d2b9f13fe09d,,22500.0,3800,automatico,2022,Benzina,102.0,Rivenditore,15121,alessandria
Opel Corsa electric 136cv,https://www.autoscout24.it/annunci/opel-corsa-electric-136cv-elettrica-grigio-101f4d12-89ad-47d3-bb32-d8cbea4da457,1.2 75cv,30750.0,2700,automatico,2023,Benzina,102.0,Rivenditore,33010,bordano
Opel Corsa Full Electric Corsa,https://www.autoscout24.it/annunci/opel-corsa-full-electric-corsa-elettrica-grigio-6de4fad7-b911-4658-87b0-eebf180019cd,,23400.0,13900,automatico,2023,Benzina,102.0,Rivenditore,12051,alba
Opel Corsa Nuova Corsa Electric,https://www.autoscout24.it/annunci/opel-corsa-nuova-corsa-electric-elettrica-grigio-39f87c01-2aa6-4c3e-b2a7-df1aa7130fa9,1.2 75cv,28500.0,10,automatico,2023,Benzina,102.0,Rivenditore,26100,cremona
Opel Corsa Elettrica 136cv YES KM ZERO,https://www.autoscout24.it/annunci/opel-corsa-elettrica-136cv-yes-km-zero-elettrica-rosso-724bf12c-411a-4097-8dc2-2441401751d3,1.2 75cv,22750.0,2,automatico,2025,Benzina,102.0,Rivenditore,28100,novara
Opel Corsa Hybrid 100 CV aut. GS,https://www.autoscout24.it/annunci/opel-corsa-hybrid-100-cv-aut-gs-elettrica-benzina-rosso-01a3c7a7-4a50-4875-b123-ec6fc584ee00,1.2 75cv,22900.0,30,automatico,2024,Ibrido,102.0,Rivenditore,59100,prato
Opel Corsa Corsa ELECTRIC 156cv GS MY24,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-156cv-gs-my24-elettrica-grigio-268c43d8-3d3a-43e1-be97-172137f035a4,1.5 Diesel,27450.0,1,automatico,2025,Diesel,102.0,Rivenditore,30174,venezia
Opel Corsa Corsa ELECTRIC 156cv GS MY24,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-156cv-gs-my24-elettrica-grigio-936ca174-1f41-45aa-8f27-78d178a6c443,1.5 Diesel,25890.0,1,automatico,2024,Diesel,102.0,Rivenditore,30174,venezia
Opel Corsa Elettrica 136cv EDITION KM ZERO,https://www.autoscout24.it/annunci/opel-corsa-elettrica-136cv-edition-km-zero-elettrica-grigio-2b64da36-3bd1-42be-9c7c-89e1ce71ab8e,,23500.0,5,automatico,2025,Benzina,102.0,Rivenditore,28100,novara
Opel Corsa e- Blitz Edition,https://www.autoscout24.it/annunci/opel-corsa-e-blitz-edition-elettrica-argento-0f52c146-3102-4838-babd-98b1ab749df1,,25896.0,3047,automatico,2023,Benzina,102.0,Rivenditore,22036,erba
Opel Corsa Corsa Blitz Edition 5 porte BEV,https://www.autoscout24.it/annunci/opel-corsa-corsa-blitz-edition-5-porte-bev-benzina-argento-b6ae3fd3-c4eb-4f4b-af53-96fb12d50ca8,1.2 75cv,25000.0,10,manuale,2023,Benzina,102.0,Rivenditore,26100,cremona
Opel Corsa Corsa electric #YES 136cv,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-yes-136cv-elettrica-rosso-6dffb417-ed2c-42bd-92b4-0d8b5753ade1,,24645.0,10,automatico,2024,Benzina,102.0,Rivenditore,35020,albignasego
Opel Corsa Full Electric Corsa,https://www.autoscout24.it/annunci/opel-corsa-full-electric-corsa-elettrica-grigio-849b3752-7542-4154-b61f-4d2ecc6af718,1.5 Diesel,33900.0,13890,automatico,2023,Diesel,102.0,Rivenditore,10015,ivrea
Opel Corsa Corsa VI 2020 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-elegance-s-benzina-793231cf-1a11-4be3-8752-9632857a7f57,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35125,padova
Opel Corsa Corsa VI 2020 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-edition-s-benzina-1506b6a2-24ae-4865-96e5-c385d358384f,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35100,
Opel Corsa e- GS Line,https://www.autoscout24.it/annunci/opel-corsa-e-gs-line-elettrica-bianco-51c6c199-8239-4e0f-97b6-d2b9f13fe09d,,22500.0,3800,automatico,2022,Benzina,102.0,Rivenditore,15121,alessandria
Opel Corsa electric 136cv,https://www.autoscout24.it/annunci/opel-corsa-electric-136cv-elettrica-grigio-101f4d12-89ad-47d3-bb32-d8cbea4da457,1.2 75cv,30750.0,2700,automatico,2023,Benzina,102.0,Rivenditore,33010,bordano
Opel Corsa Full Electric Corsa,https://www.autoscout24.it/annunci/opel-corsa-full-electric-corsa-elettrica-grigio-6de4fad7-b911-4658-87b0-eebf180019cd,,23400.0,13900,automatico,2023,Benzina,102.0,Rivenditore,12051,alba
Opel Corsa Nuova Corsa Electric,https://www.autoscout24.it/annunci/opel-corsa-nuova-corsa-electric-elettrica-grigio-39f87c01-2aa6-4c3e-b2a7-df1aa7130fa9,1.2 75cv,28500.0,10,automatico,2023,Benzina,102.0,Rivenditore,26100,cremona
Opel Corsa Corsa ELECTRIC 156cv GS MY24,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-156cv-gs-my24-elettrica-grigio-268c43d8-3d3a-43e1-be97-172137f035a4,1.5 Diesel,27450.0,1,automatico,2025,Diesel,102.0,Rivenditore,30174,venezia
Opel Corsa Corsa ELECTRIC 156cv GS MY24,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-156cv-gs-my24-elettrica-grigio-936ca174-1f41-45aa-8f27-78d178a6c443,1.5 Diesel,25890.0,1,automatico,2024,Diesel,102.0,Rivenditore,30174,venezia
Opel Corsa e- Blitz Edition,https://www.autoscout24.it/annunci/opel-corsa-e-blitz-edition-elettrica-argento-0f52c146-3102-4838-babd-98b1ab749df1,,25896.0,3047,automatico,2023,Benzina,102.0,Rivenditore,22036,erba
Opel Corsa Elettrica 136cv EDITION KM ZERO,https://www.autoscout24.it/annunci/opel-corsa-elettrica-136cv-edition-km-zero-elettrica-grigio-2b64da36-3bd1-42be-9c7c-89e1ce71ab8e,,23500.0,5,automatico,2025,Benzina,102.0,Rivenditore,28100,novara
Opel Corsa Full Electric Corsa,https://www.autoscout24.it/annunci/opel-corsa-full-electric-corsa-elettrica-grigio-849b3752-7542-4154-b61f-4d2ecc6af718,1.5 Diesel,33900.0,13890,automatico,2023,Diesel,102.0,Rivenditore,10015,ivrea
Opel Corsa Corsa Blitz Edition 5 porte BEV,https://www.autoscout24.it/annunci/opel-corsa-corsa-blitz-edition-5-porte-bev-benzina-argento-b6ae3fd3-c4eb-4f4b-af53-96fb12d50ca8,1.2 75cv,25000.0,10,manuale,2023,Benzina,102.0,Rivenditore,26100,cremona
Opel Corsa Corsa electric #YES 136cv,https://www.autoscout24.it/annunci/opel-corsa-corsa-electric-yes-136cv-elettrica-rosso-6dffb417-ed2c-42bd-92b4-0d8b5753ade1,,24645.0,10,automatico,2024,Benzina,102.0,Rivenditore,35020,albignasego
Opel Corsa Corsa VI 2020 1.2 Elegance s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-elegance-s-benzina-793231cf-1a11-4be3-8752-9632857a7f57,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35125,padova
Opel Corsa Corsa VI 2020 1.2 Edition s,https://www.autoscout24.it/annunci/opel-corsa-corsa-vi-2020-1-2-edition-s-benzina-1506b6a2-24ae-4865-96e5-c385d358384f,1.2 75cv,25000.0,150000,manuale,2020,Benzina,102.0,Privato,35100,
Opel Corsa electric 136cv,https://www.autoscout24.it/annunci/opel-corsa-electric-136cv-elettrica-grigio-101f4d12-89ad-47d3-bb32-d8cbea4da457,1.2 75cv,30750.0,2700,automatico,2023,Benzina,102.0,Rivenditore,33010,bordano
Opel Corsa Full Electric Corsa,https://www.autoscout24.it/annunci/opel-corsa-full-electric-corsa-elettrica-grigio-6de4fad7-b911-4658-87b0-eebf180019cd,,23400.0,13900,automatico,2023,Benzina,102.0,Rivenditore,12051,alba
Opel Corsa 1.2 Design & Tech,https://www.automobile.it/latiano-opel-corsa-1-2-design-tech/176949092,1.2 75cv,11699.0,69,manuale,2022,Benzina,75.0,Rivenditore,72022.0,latiano
Opel Corsa 1.2,https://www.automobile.it/san-cipriano-d-aversa-opel-corsa-1-2/177842292,1.2 75cv,9500.0,103,manuale,2020,Benzina,75.0,Rivenditore,81036.0,san cipriano d aversa
OPEL Corsa 1.2 100 CV Edition CAR PLAY,https://www.automobile.it/bernalda-opel-corsa-1-2-100-cv-edition-car-play/177182517,1.2 100cv,12899.0,43,manuale,2022,Benzina,100.0,Rivenditore,75012.0,bernalda
OPEL Corsa 1.2 Elegance,https://www.automobile.it/savona-opel-corsa-1-2-elegance/177153182,1.2 75cv,12900.0,42,manuale,2020,Benzina,75.0,Rivenditore,17100.0,savona
Opel Corsa 1.2 Elegance s,https://www.automobile.it/empoli-opel-corsa-1-2-elegance-s/173485343,1.2 75cv,12990.0,21,manuale,2021,Benzina,75.0,Rivenditore,50053.0,empoli
Opel Corsa 1.2 Elegance,https://www.automobile.it/priolo-gargallo-opel-corsa-1-2-elegance/176772240,1.2 75cv,12490.0,60,manuale,2021,Benzina,75.0,Rivenditore,96010.0,priolo gargallo
Opel Corsa 1.2 100 CV Elegance,https://www.automobile.it/pozzuoli-opel-corsa-1-2-100-cv-elegance/176431233,1.2 100cv,13950.0,22,manuale,2022,Benzina,100.0,Rivenditore,80078.0,pozzuoli
Opel Corsa 1.2 Edition s&s 75cv,https://www.automobile.it/caltagirone-opel-corsa-1-2-edition-s-s-75cv/175361103,1.2 75cv,13790.0,35,manuale,2022,Benzina,75.0,Rivenditore,95041.0,caltagirone
Opel Corsa 1.2 100 CV Elegance,https://www.automobile.it/pozzuoli-opel-corsa-1-2-100-cv-elegance/176431232,1.2 100cv,13950.0,24,manuale,2022,Benzina,100.0,Rivenditore,80078.0,pozzuoli
Opel Corsa 1.2 100 CV Elegance,https://www.automobile.it/ladispoli-opel-corsa-1-2-100-cv-elegance/176812509,1.2 100cv,14190.0,21,manuale,2022,Benzina,100.0,Rivenditore,55.0,ladispoli
Opel Corsa 1.2 100 CV Edition,https://www.automobile.it/chieti-opel-corsa-1-2-100-cv-edition/176476734,1.2 100cv,13900.0,37,manuale,2021,Benzina,100.0,Rivenditore,66100.0,chieti
Opel Corsa 1.2 Edition,https://www.automobile.it/priolo-gargallo-opel-corsa-1-2-edition/177360852,1.2 75cv,12900.0,41,manuale,2020,Benzina,75.0,Rivenditore,96010.0,priolo gargallo
OPEL Corsa 12 design tech,https://www.automobile.it/torino-opel-corsa-12-design-tech/174433554,1.2 75cv,15800.0,20,manuale,2022,Diesel,75.0,Rivenditore,10121.0,torino
OPEL Corsa 1.5 D 100 CV Edition,https://www.automobile.it/rho-opel-corsa-1-5-d-100-cv-edition/177811293,1.5 Diesel,12100.0,50,manuale,2020,Diesel,100.0,Rivenditore,20017.0,rho
OPEL Corsa 1.5 D 100 CV GS Line,https://www.automobile.it/spinea-opel-corsa-1-5-d-100-cv-gs-line/175349906,1.5 Diesel,15490.0,27,manuale,2022,Diesel,100.0,Rivenditore,30038.0,spinea
OPEL Corsa 1.2 Design & Tech 75 cv,https://www.automobile.it/spinea-opel-corsa-1-2-design-tech-75-cv/175299915,1.2 75cv,13990.0,33,manuale,2022,Benzina,75.0,Rivenditore,30038.0,spinea
OPEL Corsa 1.2 GS Line s&s 100 cv,https://www.automobile.it/spinea-opel-corsa-1-2-gs-line-s-s-100-cv/175299916,1.2 75cv,14990.0,23,manuale,2022,Benzina,75.0,Rivenditore,30038.0,spinea
OPEL Corsa 1.2 Edition,https://www.automobile.it/marcianise-opel-corsa-1-2-edition/175500282,1.2 75cv,13190.0,38,manuale,2021,Benzina,75.0,Rivenditore,81025.0,marcianise
OPEL Corsa 1.2 Design & Tech 75 cv,https://www.automobile.it/spinea-opel-corsa-1-2-design-tech-75-cv/175392715,1.2 75cv,13990.0,28,manuale,2022,Benzina,75.0,Rivenditore,30038.0,spinea
OPEL Corsa 1.2 Edition,https://www.automobile.it/alonte-opel-corsa-1-2-edition/176394692,1.2 75cv,12300.0,61,manuale,2021,Benzina,75.0,Rivenditore,36045.0,alonte
OPEL Corsa 1.2,https://www.automobile.it/matera-opel-corsa-1-2/177726971,1.2 75cv,13500.0,45,manuale,2021,Benzina,75.0,Rivenditore,75100.0,matera
Opel Corsa 1.2 Edition,https://www.automobile.it/valdagno-opel-corsa-1-2-edition/177556265,1.2 75cv,12900.0,61,manuale,2021,Benzina,75.0,Rivenditore,36078.0,valdagno
OPEL Corsa 6ª serie - Corsa 1.2 Elegance,https://www.automobile.it/refrontolo-opel-corsa-6-serie-corsa-1-2-elegance/175623324,1.2 75cv,13900.0,43,manuale,2021,Benzina,75.0,Rivenditore,31020.0,refrontolo
OPEL Corsa 1.2 Design & Tech OK NEOPATENTATI,https://www.automobile.it/adrano-opel-corsa-1-2-design-tech-ok-neopatentati/177586549,1.2 75cv,13000.0,19,manuale,2022,Benzina,75.0,Rivenditore,95031.0,adrano
OPEL Corsa 1.2 Design & Tech,https://www.automobile.it/perugia-opel-corsa-1-2-design-tech/176403602,1.2 75cv,14900.0,21,manuale,2023,Benzina,75.0,Rivenditore,6121.0,perugia
OPEL Corsa 6ª serie - Corsa 1.2 Edition,https://www.automobile.it/refrontolo-opel-corsa-6-serie-corsa-1-2-edition/177494192,1.2 75cv,13900.0,36,manuale,2021,Benzina,75.0,Rivenditore,31020.0,refrontolo
OPEL - Corsa - 1.5 D 100 CV Edition,https://www.automobile.it/serravalle-sesia-opel-corsa-1-5-d-100-cv-edition/175421327,1.5 Diesel,15500.0,51,manuale,2021,Diesel,100.0,Rivenditore,13037.0,serravalle sesia
OPEL Corsa 6ª serie - Corsa 1.2 Edition,https://www.automobile.it/refrontolo-opel-corsa-6-serie-corsa-1-2-edition/177600313,1.2 75cv,13900.0,41,manuale,2021,Benzina,75.0,Rivenditore,31020.0,refrontolo
Opel Corsa 1.5 diesel 100 CV Edition 2021,https://www.automobile.it/ravanusa-opel-corsa-1-5-diesel-100-cv-edition-2021/177382755,1.5 Diesel,12500.0,118,manuale,2021,Diesel,100.0,Rivenditore,92029.0,ravanusa
Opel Corsa 1.5 D 100 CV Elegance,https://www.automobile.it/favara-opel-corsa-1-5-d-100-cv-elegance/177767078,1.5 Diesel,11500.0,141,manuale,2020,Diesel,100.0,Rivenditore,92026.0,favara
OPEL Corsa 1.2 GS Line s&s 100 cv #telecamera,https://www.automobile.it/spinea-opel-corsa-1-2-gs-line-s-s-100-cv-telecamera/175319788,1.2 75cv,14490.0,55,manuale,2021,Benzina,75.0,Rivenditore,30038.0,spinea
Opel Corsa 1.2 100 CV GS,https://www.automobile.it/ferrara-opel-corsa-1-2-100-cv-gs/176617758,1.2 100cv,15900.0,27,manuale,2023,Benzina,100.0,Rivenditore,44121.0,ferrara
Opel Corsa 1.2 100 CV GS Line,https://www.automobile.it/pozzuoli-opel-corsa-1-2-100-cv-gs-line/176431204,1.2 100cv,16000.0,9,manuale,2023,Benzina,100.0,Rivenditore,80078.0,pozzuoli
Opel Corsa NEW 1.5 diesel 100 CV 6M *GS LINE* Full Optional,https://www.automobile.it/eboli-opel-corsa-new-1-5-diesel-100-cv-6m-gs-line-full-optional/176607662,1.5 Diesel,15500.0,54,manuale,2021,Diesel,100.0,Rivenditore,84025.0,eboli
OPEL Corsa 1.2 Edition,https://www.automobile.it/san-cesareo-opel-corsa-1-2-edition/173281053,1.2 75cv,15900.0,28,manuale,2022,Benzina,75.0,Rivenditore,30.0,san cesareo
OPEL Corsa 1.2 Edition,https://www.automobile.it/piazzola-brenta-opel-corsa-1-2-edition/175784726,1.2 75cv,13500.0,49,manuale,2022,Benzina,75.0,Rivenditore,35016.0,piazzola sul brenta
Opel Corsa 1.2 75 CV Edition **Per Neopatentati**,https://www.automobile.it/olgiate-olona-opel-corsa-1-2-75-cv-edition-neopatentati/175377798,1.2 75cv,15200.0,44,manuale,2021,Benzina,75.0,Rivenditore,21057.0,olgiate olona
OPEL Corsa 1.2 Edition s&s 75 cv #neopatentati,https://www.automobile.it/spinea-opel-corsa-1-2-edition-s-s-75-cv-neopatentati/174671850,1.2 75cv,16390.0,15,manuale,2022,Benzina,75.0,Rivenditore,30038.0,spinea
Opel Corsa 1.2 75CV Edition **PER NEOPATENTATI**,https://www.automobile.it/olgiate-olona-opel-corsa-1-2-75cv-edition-neopatentati/174534912,1.2 75cv,14900.0,38,manuale,2021,Benzina,75.0,Rivenditore,21057.0,olgiate olona
OPEL Corsa 1.2 100 CV Edition,https://www.automobile.it/cagliari-opel-corsa-1-2-100-cv-edition/177181239,1.2 100cv,15900.0,31,manuale,2021,Benzina,100.0,Rivenditore,9121.0,cagliari
OPEL Corsa 1.5 D 100 CV Edition,https://www.automobile.it/savona-opel-corsa-1-5-d-100-cv-edition/175525502,1.5 Diesel,14900.0,82,manuale,2021,Diesel,100.0,Rivenditore,17100.0,savona
Opel Corsa 1.5 diesel 100 CV Edition LANE ASSIST - VETRI PRIVACY - APPLE CARPLAY & ANDROIDAUTO ..,https://www.automobile.it/ostuni-opel-corsa-1-5-diesel-100-cv-edition-lane-assist-vetri-privacy-apple-carplay-androidauto/177262435,1.5 Diesel,14200.0,81,manuale,2021,Diesel,100.0,Rivenditore,72017.0,ostuni
Opel Corsa Opel Corsa 1.2 Elegance 2021 Vari colori,https://www.automobile.it/acireale-opel-corsa-opel-corsa-1-2-elegance-2021-vari-colori/176517826,1.2 75cv,10450.0,31,manuale,2021,Benzina,75.0,Rivenditore,95024.0,acireale
OPEL Corsa 1.2 edition s&s 75cv del 2022,https://www.automobile.it/roma-opel-corsa-1-2-edition-s-s-75cv-2022/176478252,1.2 75cv,12900.0,39,manuale,2022,Benzina,75.0,Rivenditore,118.0,roma
OPEL Corsa 1.2 edition s&s 75cv del 2022,https://www.automobile.it/roma-opel-corsa-1-2-edition-s-s-75cv-2022/176944668,1.2 75cv,12900.0,16,manuale,2022,Benzina,75.0,Rivenditore,118.0,roma
OPEL Corsa 1.2 edition s&s 75cv del 2022,https://www.automobile.it/roma-opel-corsa-1-2-edition-s-s-75cv-2022/177229782,1.2 75cv,13500.0,29,manuale,2022,Benzina,75.0,Rivenditore,118.0,roma
Opel Corsa 1.2 Edition s&s 75cv,https://www.automobile.it/latina-opel-corsa-1-2-edition-s-s-75cv/176133052,1.2 75cv,14900.0,34,manuale,2021,Benzina,75.0,Rivenditore,4100.0,latina
OPEL Corsa Corsa 1.2 GS Line s&s 100cv,https://www.automobile.it/refrontolo-opel-corsa-corsa-1-2-gs-line-s-s-100cv/175478349,1.2 75cv,20800.0,0,manuale,2023,Benzina,75.0,Rivenditore,31020.0,refrontolo
OPEL Corsa 1.2 100 CV 5 porte MT6 ELEGANCE,https://www.automobile.it/savona-opel-corsa-1-2-100-cv-5-porte-mt6-elegance/177561009,1.2 100cv,21500.0,1,automatico,2023,Benzina,100.0,Rivenditore,17100.0,savona
Opel Corsa Nuova Electric 136cv,https://www.automobile.it/agrigento-opel-corsa-nuova-electric-136cv/177386284,,29900.0,10,automatico,2023,Elettrico,,Rivenditore,92100.0,agrigento
OPEL Corsa 1.2 EDITION 5P,https://www.automobile.it/albissola-marina-opel-corsa-1-2-edition-5p/174879388,1.2 75cv,17800.0,29,manuale,2022,Benzina,75.0,Rivenditore,17012.0,albissola marina
Opel Corsa 1.2 Edition,https://www.automobile.it/cattolica-opel-corsa-1-2-edition/175609831,1.2 75cv,18000.0,30,manuale,2022,Benzina,75.0,Rivenditore,47841.0,cattolica
Opel Corsa 1.2 Elegance 75cv,https://www.automobile.it/padova-opel-corsa-1-2-elegance-75cv/173425089,1.2 75cv,14600.0,52,manuale,2021,Benzina,75.0,Rivenditore,35121.0,padova
Opel Corsa 1.5 diesel 100 CV GS Line,https://www.automobile.it/somma-vesuviana-opel-corsa-1-5-diesel-100-cv-gs-line/175785625,1.5 Diesel,13999.0,99,manuale,2021,Diesel,100.0,Rivenditore,80049.0,somma vesuviana
Opel Corsa 1.2 75 CV Edition **Per Neopatentati**,https://www.automobile.it/olgiate-olona-opel-corsa-1-2-75-cv-edition-neopatentati/175449334,1.2 75cv,15600.0,46,manuale,2021,Benzina,75.0,Rivenditore,21057.0,olgiate olona
Opel Corsa 1.2 Design & Tech,https://www.automobile.it/vigevano-opel-corsa-1-2-design-tech/175055523,1.2 75cv,15700.0,26,manuale,2022,Benzina,75.0,Rivenditore,27029.0,vigevano
OPEL Corsa 1.2 Edition,https://www.automobile.it/castelnuovo-rangone-opel-corsa-1-2-edition/177368236,1.2 75cv,16700.0,8,manuale,2022,Benzina,75.0,Rivenditore,41051.0,castelnuovo rangone
OPEL Corsa 6ª serie - Corsa 1.2 100 CV Elegance,https://www.automobile.it/refrontolo-opel-corsa-6-serie-corsa-1-2-100-cv-elegance/174547529,1.2 100cv,13900.0,65,manuale,2021,Benzina,100.0,Rivenditore,31020.0,refrontolo
OPEL Corsa 1.2 Elegance s&s 75 cv #telecamera #fariled,https://www.automobile.it/spinea-opel-corsa-1-2-elegance-s-s-75-cv-telecamera-fariled/174990889,1.2 75cv,16490.0,22,manuale,2021,Benzina,75.0,Rivenditore,30038.0,spinea
OPEL Corsa 1.2 DESING & TECH 75 CV 5 PORTE,https://www.automobile.it/torino-opel-corsa-1-2-desing-tech-75-cv-5-porte/175896086,1.2 75cv,16900.0,15,manuale,2022,Benzina,75.0,Rivenditore,10121.0,torino
Opel Corsa 1.5 diesel 100 CV Edition,https://www.automobile.it/torre-greco-opel-corsa-1-5-diesel-100-cv-edition/174462588,1.5 Diesel,16490.0,44,manuale,2021,Diesel,100.0,Rivenditore,80059.0,torre greco
Opel Corsa Corsa 1.2 Elegance,https://www.automobile.it/roma-opel-corsa-corsa-1-2-elegance/175413739,1.2 75cv,15500.0,28,manuale,2020,Benzina,75.0,Rivenditore,118.0,roma
OPEL Corsa 1.5 D 100 CV GS Line +,https://www.automobile.it/spinea-opel-corsa-1-5-d-100-cv-gs-line/175308751,1.5 Diesel,14990.0,67,manuale,2021,Diesel,100.0,Rivenditore,30038.0,spinea
Opel Corsa 1.2 Edition,https://www.automobile.it/arezzo-opel-corsa-1-2-edition/177313967,1.2 75cv,15490.0,22,manuale,2022,Benzina,75.0,Rivenditore,52100.0,arezzo
OPEL Corsa 1.2,https://www.automobile.it/castelnuovo-rangone-opel-corsa-1-2/177411418,1.2 75cv,16840.0,28,manuale,2021,Benzina,75.0,Rivenditore,41051.0,castelnuovo rangone
Opel Corsa 1.2 Elegance,https://www.automobile.it/vibo-valentia-opel-corsa-1-2-elegance/175358983,1.2 75cv,17500.0,5,manuale,2023,Benzina,75.0,Rivenditore,89900.0,vibo valentia
Opel Corsa 1.2 Benzina 3 Porte,https://www.automobile.it/verona-opel-corsa-1-2-benzina-3-porte/180939791,1.2 75cv,3300.0,125,manuale,2020,Benzina,75.0,Rivenditore,37121.0,verona
Opel Corsa 1.2 Elegance,https://www.automobile.it/palermo-opel-corsa-1-2-elegance/179454072,1.2 75cv,3400.0,0,manuale,,Benzina,75.0,Rivenditore,90121.0,palermo
Opel Corsa 1.2 Blitz Edition,https://www.automobile.it/arcene-opel-corsa-1-2-blitz-edition/180966335,1.2 75cv,3500.0,52,manuale,2022,Benzina,75.0,Rivenditore,24040.0,arcene
Opel Corsa 1.2 Edition,https://www.automobile.it/cologno-monzese-opel-corsa-1-2-edition/180313505,1.2 75cv,4500.0,63,manuale,2021,Benzina,75.0,Rivenditore,20093.0,cologno monzese
OPEL Corsa 6ª serie *ALLUVIONATA NON MARCIANTE,https://www.automobile.it/thiene-opel-corsa-6-serie-alluvionata-marciante/180454725,,6200.0,6,manuale,2022,Benzina,,Rivenditore,36016.0,thiene
"Opel Corsa 1.2 100 CV aut. GS Line, incidentata...",https://www.automobile.it/cento-opel-corsa-1-2-100-cv-aut-gs-line-incidentata/180306681,1.2 100cv,6800.0,60,automatico,2021,Benzina,100.0,Rivenditore,44042.0,cento
Opel Corsa 1.2 100 CV Automatica SINISTRATA,https://www.automobile.it/ottaviano-opel-corsa-1-2-100-cv-automatica-sinistrata/180475177,1.2 100cv,6899.0,50,automatico,2020,Benzina,100.0,Rivenditore,80044.0,ottaviano
Opel Corsa Opel Corsa 1.2 Elegance Unicoproprietario,https://www.automobile.it/torino-opel-corsa-opel-corsa-1-2-elegance-unicoproprietario/180975607,1.2 75cv,7900.0,124,manuale,2021,Benzina,75.0,Rivenditore,10121.0,torino
OPEL Corsa 1.2 Design & Tech,https://www.automobile.it/marsala-opel-corsa-1-2-design-tech/178946716,1.2 75cv,8228.0,63,manuale,2022,Benzina,75.0,Rivenditore,91025.0,marsala
Opel Corsa N1 NO CLIMA,https://www.automobile.it/san-giuseppe-vesuviano-opel-corsa-n1-clima/180881393,,8250.0,38,manuale,2022,Benzina,,Rivenditore,80047.0,san giuseppe vesuviano
OPEL Corsa 1.2 Edition NEOPATENTATI promo,https://www.automobile.it/este-opel-corsa-1-2-edition-neopatentati-promo/179594621,1.2 75cv,8490.0,94,manuale,2021,Benzina,75.0,Rivenditore,35042.0,este
OPEL Corsa 1.2 100 CV Edition NO OBBLIGO DI FINANZ. !!!!,https://www.automobile.it/fiumicino-opel-corsa-1-2-100-cv-edition-obbligo-finanz/180855482,1.2 100cv,8500.0,122,manuale,2021,Benzina,100.0,Rivenditore,54.0,fiumicino
